KO	Meta	Isolate	log_odds	p	padj
K01970	119.0	148.0	-2.6459533320392885	8.555535070133413e-88	1.3754773557376608e-87
K08234	1419.0	882.0	-2.036973143174472	0.0	0.0
K10526	1248.0	1136.0	-2.4559347533966576	0.0	0.0
K11071	955.0	1113.0	-2.7028126304966555	0.0	0.0
K22432	99.0	194.0	-3.1033498029242974	1.1869233102126203e-135	2.4222135034819895e-135
K18967	287.0	338.0	-2.6149116089851967	8.176609414643135e-195	2.0681040378046876e-194
K24391	485.0	428.0	-2.3366154298138366	2.2833042718007003e-214	6.194359584603417e-214
K08745	185.0	258.0	-2.773804175265864	1.1748183172090473e-159	2.6312567677025533e-159
K18217	800.0	823.0	-2.5391387013805353	0.0	0.0
K18602	110.0	242.0	-3.225029482667371	4.135498364175245e-175	9.673318920032521e-175
K17316	788.0	996.0	-2.769060331574562	0.0	0.0
K05561	67.0	114.0	-2.951214044469054	1.3888339846602386e-76	2.0553429654782724e-76
K23756	1076.0	1033.0	-2.496350495417326	0.0	0.0
K17314	4221.0	2655.0	-2.2991919783234986	0.0	0.0
K17832	1623.0	1408.0	-2.4435954574958996	0.0	0.0
K13981	290.0	260.0	-2.333023595064327	3.289089772041096e-131	6.572929600311975e-131
K07104	68.0	41.0	-1.9202559993034545	1.8186878123062105e-17	1.887274878580502e-17
K19744	248.0	296.0	-2.6231757134352125	1.3670943744325878e-171	3.1740420153724614e-171
K05516	50.0	79.0	-2.8717988882725516	3.7389684837194594e-52	4.69056968097872e-52
K02440	66.0	76.0	-2.560168759105924	2.5954128123573136e-44	3.0633578515874207e-44
K25495	242.0	216.0	-2.3235869913658935	7.11895084950125e-109	1.2978414945140976e-108
K06896	218.0	150.0	-2.05687933025018	2.6700765780833233e-65	3.680634049832448e-65
K20562	31.0	85.0	-3.411153851910787	4.305676885541411e-66	5.973083058944982e-66
K05575	66.0	112.0	-2.9482450419507686	3.391253915654371e-75	4.981930070283687e-75
K17195	32.0	85.0	-3.3803719403261394	1.4475714942663888e-65	2.0015013924036652e-65
K24268	37.0	115.0	-3.542234805844335	1.1602866660442629e-91	1.9202629291307564e-91
K11148	3585.0	2079.0	-2.124512112031725	0.0	0.0
K12997	31.0	72.0	-3.2456463912131843	8.282199944228404e-54	1.0540599064979886e-53
K14980	140.0	155.0	-2.5312483055462582	2.8051132713314583e-87	4.495362324104942e-87
K02010	1034.0	1141.0	-2.6513800614953498	0.0	0.0
K06155	75.0	78.0	-2.4599238545418034	2.2029192706943917e-43	2.5866869185551026e-43
K13895	56.0	181.0	-3.5952923941341632	6.84215299038287e-145	1.454393131402267e-144
K06116	238.0	219.0	-2.3543399475399647	3.633969794338915e-112	6.735351861602252e-112
K25316	127.0	97.0	-2.155956330766292	1.5190784537131075e-45	1.8126149383357734e-45
K19510	74.0	118.0	-2.887851502749102	1.957943352095125e-77	2.9165319176955345e-77
K22462	630.0	420.0	-2.0540415703005475	7.157197507251078e-178	1.6987319960338105e-177
K12988	269.0	357.0	-2.736635481668554	1.3871027614204734e-216	3.793888929106352e-216
K07413	37.0	75.0	-3.114381966446795	7.977651355525223e-54	1.0155586677292913e-53
K19776	658.0	830.0	-2.7452796962236024	0.0	0.0
K00104	221.0	307.0	-2.7760275193371546	1.1828736402418746e-189	2.931138639451414e-189
K00005	91.0	162.0	-3.00352547435208	5.873084620066513e-110	1.0773775742598204e-109
K20810	139.0	241.0	-2.988351456072994	1.1474218210213425e-161	2.586088424696167e-161
K19859	101.0	85.0	-2.251177318569537	2.390539379398513e-42	2.787385613976194e-42
K02047	514.0	783.0	-2.928755776492971	0.0	0.0
K11050	4396.0	2695.0	-2.278887710015701	0.0	0.0
K14333	357.0	221.0	-1.958264360838264	4.022327729921599e-89	6.540200412807588e-89
K11958	4563.0	2732.0	-2.2601862116546663	0.0	0.0
K16052	91.0	111.0	-2.62186805041084	1.187314708654397e-65	1.642561342801442e-65
K09590	66.0	134.0	-3.128890465482503	4.234314440726587e-95	7.156748808355973e-95
K00513	40.0	119.0	-3.500620427251491	7.780074513468984e-94	1.302226375783846e-93
K18067	125.0	270.0	-3.210746794571029	2.8217405970456163e-194	7.1226194102845e-194
K12551	112.0	158.0	-2.7723497880026966	1.3916505943119479e-98	2.3958013669007338e-98
K13409	768.0	793.0	-2.5390551954237957	0.0	0.0
K18552	820.0	562.0	-2.098053234372698	3.2394267133577943e-243	9.91023150916056e-243
K03577	1340.0	949.0	-2.1775850062907027	0.0	0.0
K08223	2485.0	1451.0	-2.0445734815715952	0.0	0.0
K21731	50.0	63.0	-2.646665533712817	1.9853071711289803e-38	2.2555395446946307e-38
K16394	49.0	122.0	-3.3271437892300706	6.225289629824929e-92	1.031984457668429e-91
K01042	43.0	95.0	-3.2038249950135556	1.5173489531913075e-69	2.144759683201261e-69
K15752	259.0	363.0	-2.791882976491056	3.8604895694635815e-225	1.0941330935978278e-224
K01652	603.0	579.0	-2.439426810211051	2.7228638291651394e-304	1.0330380345802287e-303
K05998	114.0	49.0	-1.5842788442356157	5.769936989439718e-16	5.968982533177878e-16
K00041	96.0	112.0	-2.5779060572924206	5.809344285693278e-65	7.994832696551783e-65
K02068	4691.0	2766.0	-2.249770639412149	0.0	0.0
K25998	602.0	572.0	-2.428020462916108	6.107280512474099e-299	2.2841867667266834e-298
K20585	81.0	92.0	-2.5487706513845048	5.368395753555984e-53	6.772021645795559e-53
K13953	1865.0	1402.0	-2.2967942500778435	0.0	0.0
K13932	90.0	83.0	-2.3416290858359323	1.979429091559441e-43	2.3248079011561164e-43
K20436	72.0	70.0	-2.3924663527008905	7.493060958174431e-38	8.491796623339569e-38
K26061	1602.0	1369.0	-2.422952554234778	0.0	0.0
K14105	41.0	62.0	-2.825042420011515	1.3139911456385111e-40	1.5172856023420945e-40
K07062	421.0	252.0	-1.9277438713846184	3.9545528535542416e-99	6.824397205582233e-99
K11477	120.0	56.0	-1.6652515328404993	2.6776067720303025e-19	2.7907293890380344e-19
K19548	4437.0	2345.0	-2.067129878124458	0.0	0.0
K21173	228.0	217.0	-2.3878046899524006	4.1513419495474655e-113	7.737223849398477e-113
K23183	157.0	376.0	-3.327862545976569	6.617207300859452e-279	2.3141741733731938e-278
K13069	103.0	82.0	-2.1958571329241363	1.135900427959559e-39	1.3032277991343577e-39
K01096	101.0	156.0	-2.8619731605778043	9.201120732682908e-101	1.608349480952042e-100
K11707	69.0	97.0	-2.7601146658580515	5.589011845278852e-61	7.497929633312748e-61
K21786	110.0	156.0	-2.7773186795111764	1.494756625931586e-97	2.559227754757396e-97
K13048	284.0	310.0	-2.5356026601699875	1.445858853880366e-172	3.3631496238889336e-172
K22215	4358.0	2328.0	-2.0757797968333125	0.0	0.0
K10122	733.0	941.0	-2.7774549644470925	0.0	0.0
K01835	73.0	39.0	-1.8012067996361023	2.2475069350645567e-15	2.322640266364693e-15
K01138	251.0	207.0	-2.2436192343866357	6.045388800074434e-100	1.0494040592988827e-99
K00032	619.0	639.0	-2.5195691108515073	0.0	0.0
K07469	290.0	376.0	-2.715676120411137	5.661825208519009e-226	1.6156365039466206e-225
K05374	72.0	180.0	-3.342077304810991	3.21840823388697e-135	6.549284207763489e-135
K18359	377.0	522.0	-2.7995983679252414	3.5e-323	1.4e-322
K10621	242.0	225.0	-2.3653680275546995	7.707267763268131e-116	1.4543329675375585e-115
K17469	91.0	133.0	-2.8039666814011666	2.461722846508476e-84	3.8723897315963305e-84
K03756	276.0	266.0	-2.4059781541322756	2.2333910216252134e-139	4.637156814386015e-139
K19270	271.0	270.0	-2.4396300963423796	7.559876857531055e-144	1.5994872540141751e-143
K07776	1510.0	1435.0	-2.5400222389902134	0.0	0.0
K00425	129.0	182.0	-2.7756296154820466	2.2005355220050203e-113	4.1089790806119093e-113
K23508	642.0	804.0	-2.734671254216701	0.0	0.0
K12635	65.0	70.0	-2.4933452934586064	9.982766941922956e-40	1.1455934199163648e-39
K20708	551.0	637.0	-2.633096691316147	0.0	0.0
K16421	125.0	143.0	-2.562336396146819	7.848635023445965e-82	1.2150220771999194e-81
K06076	92.0	51.0	-1.8363178529316269	3.6918969256537167e-20	3.8599206270717774e-20
K00066	136.0	263.0	-3.0998637305919523	6.822166600525415e-183	1.651300644535103e-182
K01342	95.0	207.0	-3.2104008300075875	1.8693872867317847e-149	4.033559470897362e-149
K25086	175.0	360.0	-3.1743370327286824	2.3076889649404644e-255	7.384604687809486e-255
K01935	80.0	47.0	-1.8940588870860244	1.8478944581275586e-19	1.9271668984387365e-19
K19713	192.0	192.0	-2.4342564731214456	1.0302770170863106e-102	1.8231898592113935e-102
K21036	56.0	79.0	-2.7605103390542207	5.229919290934497e-50	6.463829173000977e-50
K06311	152.0	329.0	-3.2208454499078036	6.445080721543741e-237	1.9235377981818268e-236
K02244	417.0	133.0	-1.2866972165822477	6.311300776996046e-30	6.85618097422911e-30
K20256	142.0	258.0	-3.037175104733222	8.383909172474975e-176	1.9675078320409876e-175
K03797	348.0	77.0	-0.9197319544930713	6.219233776781957e-11	6.36540420072022e-11
K04561	86.0	139.0	-2.9044570421511198	2.0520768839766648e-91	3.391683509886184e-91
K11177	282.0	374.0	-2.7380620250449375	6.9852422562026255e-227	2.0012639141340245e-226
K05714	2855.0	1639.0	-2.052115126988565	0.0	0.0
K01457	427.0	469.0	-2.560986110438011	1.9994437794353238e-262	6.578984525237913e-262
K01997	95.0	101.0	-2.484488890088326	2.628999603432287e-56	3.407357664075801e-56
K17311	154.0	312.0	-3.152758446580041	3.5282789816263556e-220	9.778428965127167e-220
K06901	58.0	76.0	-2.687408407583483	8.691458553085942e-47	1.047072995762675e-46
K01533	564.0	725.0	-2.7507718630894535	0.0	0.0
K20447	448.0	481.0	-2.5396421370202997	2.3554696313137735e-266	7.858888683290725e-266
K10710	402.0	485.0	-2.657027597318518	3.120243841897698e-283	1.1106027832426206e-282
K19699	1602.0	1375.0	-2.4282165500508226	0.0	0.0
K03395	230.0	220.0	-2.393135719555155	5.942608434450658e-115	1.1171390029928264e-114
K06073	156.0	376.0	-3.3342226902305407	2.115448192470354e-279	7.424081673364774e-279
K01505	65.0	98.0	-2.8292748776197825	2.996495713277924e-63	4.0856113618556613e-63
K25909	73.0	100.0	-2.7350300772297778	3.4758624834758153e-62	4.698277818420212e-62
K16793	95.0	116.0	-2.623566518198885	1.4198470017319536e-68	1.997357804683602e-68
K17644	3109.0	1891.0	-2.146835317660437	0.0	0.0
K11951	459.0	639.0	-2.8198358258860634	0.0	0.0
K02282	96.0	48.0	-1.73436819053912	1.1019953475257914e-17	1.144265540205093e-17
K16873	170.0	146.0	-2.2774619999546792	1.8288893161522302e-72	2.642549825530978e-72
K21195	254.0	153.0	-1.9243427122762828	6.448950068116781e-61	8.646945633501698e-61
K05709	142.0	179.0	-2.6632699109435793	1.5636022662484543e-106	2.8187617528337866e-106
K22187	1664.0	1448.0	-2.4522041902319085	0.0	0.0
K01953	280.0	163.0	-1.891139368310459	2.965407043438627e-63	4.0443242030339444e-63
K11783	116.0	31.0	-1.1185014315370936	9.790607360534545e-7	9.917346614392599e-7
K17472	240.0	241.0	-2.444093266386937	5.868043082398829e-129	1.157886515234568e-128
K22368	373.0	293.0	-2.204459074659675	2.8286327721809604e-137	5.819964224766742e-137
K04043	100.0	53.0	-1.7916988183576366	3.170541990936529e-20	3.315530233996688e-20
K21179	65.0	89.0	-2.732841274246666	1.6901952996161387e-55	2.1782033094384e-55
K04484	189.0	102.0	-1.8106729839831484	5.50803435596689e-38	6.24926054705079e-38
K07311	66.0	77.0	-2.573196637268178	3.9274552004362897e-45	4.667464557139283e-45
K19820	221.0	278.0	-2.6734200906699876	7.1870490792255315e-165	1.6330645094719356e-164
K20039	77.0	110.0	-2.778003810643987	2.1905330702781015e-69	3.091936193898741e-69
K13077	50.0	76.0	-2.833204145817779	1.5637369272504635e-49	1.9255457417433784e-49
K17470	88.0	138.0	-2.874413198183028	8.794274693963611e-90	1.4355191547382583e-89
K17235	810.0	977.0	-2.7193955252026973	0.0	0.0
K03464	113.0	70.0	-1.9462871628135316	2.9798543798044175e-29	3.227316335220701e-29
K05358	191.0	89.0	-1.6636368182704133	1.05135815517039e-29	1.1411360297124649e-29
K00208	2932.0	1894.0	-2.209529330851972	0.0	0.0
K12072	652.0	311.0	-1.7057800912219736	1.9631849384170707e-102	3.4667243200256312e-102
K07354	241.0	125.0	-1.7726219434330757	8.107380833828214e-45	9.609884784807501e-45
K02006	92.0	138.0	-2.830407128376777	2.5566956287045025e-88	4.130300551145854e-88
K00035	51.0	88.0	-2.9601018053482218	9.899707755001657e-60	1.3178558329890565e-59
K07130	162.0	107.0	-2.0122693762613832	8.58843516219096e-46	1.0267577773275802e-45
K26071	58.0	84.0	-2.7872506696963306	1.2965878390879599e-53	1.6442927065465949e-53
K04772	128.0	201.0	-2.88454862349774	2.664216827157463e-130	5.3030198213054746e-130
K18426	702.0	553.0	-2.2372229600953593	1.2266007228904242e-260	4.007055720962325e-260
K16077	64.0	62.0	-2.3880842745779476	1.2104521005628158e-33	1.3426232823075483e-33
K22992	45.0	93.0	-3.138049231840357	8.743436239426088e-67	1.2196971779121405e-66
K03153	802.0	817.0	-2.528488538799219	0.0	0.0
K08227	89.0	125.0	-2.763405336559211	3.897167814773122e-78	5.845168139078704e-78
K02075	80.0	79.0	-2.408858022189474	7.604199011339951e-43	8.889315744348852e-43
K14466	1132.0	1046.0	-2.4593738564283885	0.0	0.0
K24158	172.0	157.0	-2.3393591425732416	2.1278243764478956e-80	3.2557728314240947e-80
K18474	1055.0	770.0	-2.186155489306641	0.0	0.0
K10191	2470.0	1937.0	-2.4156153764551784	0.0	0.0
K01744	111.0	99.0	-2.310113361652257	1.28064166647934e-50	1.589061810140866e-50
K09688	237.0	175.0	-2.129827743845274	2.2544042258704956e-79	3.419156984603102e-79
K24696	306.0	206.0	-2.040649465240984	5.897975308404175e-88	9.500501879861084e-88
K14056	497.0	458.0	-2.383609096459553	6.782908940865488e-235	2.008799998572109e-234
K08172	1032.0	751.0	-2.1808874685070627	0.0	0.0
K18209	129.0	151.0	-2.5861140442906914	3.1886007787965564e-87	5.108289411456544e-87
K16902	144.0	220.0	-2.859759198160748	4.2577318931438435e-141	8.903015165287837e-141
K26217	111.0	250.0	-3.249461375194801	3.976231623171371e-182	9.573542292712608e-182
K20500	228.0	269.0	-2.608357501444237	3.6674599092964383e-155	8.091030495928002e-155
K03492	657.0	629.0	-2.442571131061536	0.0	0.0
K16098	74.0	183.0	-3.3318451691986866	4.716150720559927e-137	9.691621997769435e-137
K03823	166.0	197.0	-2.605446552494792	3.997392808575394e-114	7.480920472849615e-114
K02840	128.0	224.0	-2.995300352840355	8.718646073785151e-151	1.8869049065477975e-150
K19642	250.0	257.0	-2.4693897223350842	4.546301464938825e-139	9.431598068108382e-139
K20769	29.0	96.0	-3.5974498175055936	7.739575673286826e-78	1.1576999692897379e-77
K06367	2.0	305.0	-7.075693326538365	0.0	0.0
K22339	52.0	65.0	-2.639198413820437	1.8023037989786686e-39	2.0630714114937538e-39
K00864	185.0	273.0	-2.8320212550491632	1.1116153398620294e-172	2.5868817946231616e-172
K14599	120.0	176.0	-2.8133765593595927	2.418205048786206e-111	4.46712315910045e-111
K02454	534.0	218.0	-1.5405839978263913	1.2236038024715566e-62	1.6602026125108522e-62
K00022	85.0	103.0	-2.6142650693917497	7.445167089986022e-61	9.972023746095212e-61
K10018	157.0	305.0	-3.1100379947835135	2.0974044049501165e-212	5.647204978489346e-212
K02118	190.0	114.0	-1.9171172243353605	1.2156002862958515e-45	1.4518784244621093e-45
K08144	111.0	92.0	-2.2366686674211453	2.5073939982968723e-45	2.9862138272225296e-45
K23057	540.0	800.0	-2.9029980860126767	0.0	0.0
K20089	50.0	78.0	-2.8590955743444715	2.810377435291345e-51	3.500216412817472e-51
K11161	445.0	367.0	-2.2616413322664966	6.952762356227548e-177	1.641651762375651e-176
K15727	620.0	392.0	-1.9976588588023236	3.9453669035816656e-160	8.852328608036282e-160
K09476	223.0	305.0	-2.760265278753588	3.008971865648486e-187	7.375884044624385e-187
K21684	68.0	100.0	-2.805041823084196	6.519779661182154e-64	8.925931258392625e-64
K17812	42.0	93.0	-3.2055217773114206	3.723958250597284e-68	5.223972806440111e-68
K12962	67.0	65.0	-2.3898246478879877	3.1974569218886776e-35	3.579093487889696e-35
K15976	95.0	62.0	-1.997792383281619	5.496498654910651e-27	5.900635640684361e-27
K19630	4024.0	2228.0	-2.0982639399076706	0.0	0.0
K21181	85.0	157.0	-3.039245939939808	6.5077887085153645e-108	1.1808335453711937e-107
K16517	234.0	49.0	-0.8683097663354402	6.632372994465261e-7	6.722308025962765e-7
K02670	603.0	136.0	-0.9390571120271484	9.668905666186496e-19	1.0062734741534077e-18
K00547	37.0	107.0	-3.4697741294386364	6.197713112872478e-84	9.723730347514214e-84
K17741	74.0	112.0	-2.835364444584221	3.5077247354829415e-72	5.059529226756501e-72
K18841	201.0	135.0	-2.031358852858179	5.223309461162292e-58	6.85490927188175e-58
K07695	50.0	66.0	-2.6928477048852546	5.969505827993583e-41	6.899442692497545e-41
K05548	2237.0	1268.0	-1.9905542549683588	0.0	0.0
K13025	67.0	60.0	-2.3104229761519046	2.3649023997962056e-31	2.587031720877981e-31
K13778	119.0	144.0	-2.6182376785574593	1.8498034612835903e-84	2.912233805126759e-84
K15552	588.0	787.0	-2.7993129569809767	0.0	0.0
K23980	100.0	99.0	-2.4136102934331873	2.268891055041177e-53	2.870069816530996e-53
K11149	1041.0	1016.0	-2.5107935878631102	0.0	0.0
K15849	289.0	297.0	-2.4737867562094347	1.2218709177796097e-160	2.7464674848475247e-160
K25887	76.0	76.0	-2.420949726125328	1.5763164445418424e-41	1.8260913148890923e-41
K25130	4414.0	2689.0	-2.2712516643696348	0.0	0.0
K10024	539.0	791.0	-2.8923250577587627	0.0	0.0
K15540	311.0	161.0	-1.7736270795276166	3.2326764175781913e-57	4.2159488279248914e-57
K10117	739.0	969.0	-2.802465318992662	0.0	0.0
K01957	132.0	130.0	-2.411944469784297	1.934372331411235e-69	2.732676060848368e-69
K17318	339.0	472.0	-2.798891930725249	1.54675446174147e-292	5.699886934805947e-292
K19095	104.0	158.0	-2.845863615968797	2.0490364604738678e-101	3.5942467930133557e-101
K18935	1134.0	805.0	-2.1623188266605045	0.0	0.0
K20876	297.0	111.0	-1.4443119654359988	6.249838673419197e-30	6.790885675088595e-30
K23666	135.0	97.0	-2.0952449046644293	6.457859007949931e-44	7.598909283790708e-44
K16430	35.0	128.0	-3.7041754326079346	1.3921918486441776e-105	2.4980640551809536e-105
K08807	86.0	34.0	-1.5050753217354829	9.251548525527491e-11	9.4535309152911e-11
K07355	176.0	80.0	-1.6386639445061684	2.606682599692184e-26	2.7863962559783254e-26
K03186	54.0	112.0	-3.145731456729218	3.160175270136395e-80	4.822107785753524e-80
K10229	896.0	1083.0	-2.735579543966884	0.0	0.0
K25031	217.0	349.0	-2.927499060874832	5.349634435531273e-228	1.5405962767763437e-227
K19746	446.0	558.0	-2.702510181550171	0.0	0.0
K08994	73.0	43.0	-1.8970114462162522	5.768167525516169e-18	5.994393643449881e-18
K21430	147.0	125.0	-2.2653757624421984	6.540515968291731e-62	8.828815086039082e-62
K08162	943.0	799.0	-2.3404202677424215	0.0	0.0
K10119	886.0	1073.0	-2.736206709413024	0.0	0.0
K20759	126.0	131.0	-2.4659016455405083	7.854368269662371e-72	1.1290090784864855e-71
K13962	43.0	73.0	-2.9407993486216664	1.5773985236869182e-49	1.9414135676146687e-49
K05711	4179.0	2288.0	-2.095541881903576	0.0	0.0
K09251	597.0	665.0	-2.59926134805922	0.0	0.0
K17218	84.0	96.0	-2.5554173621817236	2.1812481383906302e-55	2.8074250005294977e-55
K12906	416.0	449.0	-2.5410375599311896	4.4668762376245835e-249	1.3981322623764946e-248
K11736	569.0	521.0	-2.384684929546458	1.0236574958013335e-266	3.41993111339098e-266
K04101	97.0	129.0	-2.709915899849513	7.375019487884433e-79	1.1107999276789546e-78
K20974	236.0	235.0	-2.435003997261326	3.0439641090867574e-125	5.922366844718913e-125
K10550	550.0	722.0	-2.7714697296685586	0.0	0.0
K18476	240.0	187.0	-2.18474306863623	1.7076351407190469e-87	2.7400950928295375e-87
K02803	118.0	98.0	-2.239237837022598	3.0882034299524006e-48	3.758377345614003e-48
K10557	641.0	788.0	-2.713967654255435	0.0	0.0
K22589	286.0	316.0	-2.548468095597362	6.586654582941812e-177	1.5559417995930468e-176
K00036	95.0	101.0	-2.484488890088326	2.628999603432287e-56	3.407357664075801e-56
K07246	156.0	241.0	-2.873563058333673	3.840418052618487e-155	8.468874331798055e-155
K21320	304.0	410.0	-2.759300282987665	1.429643731777744e-250	4.4972712366475766e-250
K15896	45.0	72.0	-2.8825967662890237	7.058027224173421e-48	8.564720217751513e-48
K22130	191.0	312.0	-2.938284121673251	6.511761448855446e-205	1.7118583378408436e-204
K23138	593.0	517.0	-2.334954683598716	8.898079454420468e-258	2.8693871157590277e-257
K18459	126.0	212.0	-2.9546150390667654	8.015829919034578e-141	1.674031536051925e-140
K11629	1504.0	1260.0	-2.388130780213444	0.0	0.0
K12050	571.0	173.0	-1.237584482702444	3.690539466502469e-36	4.1495782775582323e-36
K25289	156.0	376.0	-3.3342226902305407	2.115448192470354e-279	7.424081673364774e-279
K15858	56.0	100.0	-2.996224021087249	1.8410865991489862e-68	2.587752368380051e-68
K25063	638.0	867.0	-2.8249961832981607	0.0	0.0
K00093	262.0	396.0	-2.8714412024769382	5.3923138272628743e-253	1.7124101234579883e-252
K07548	4454.0	2337.0	-2.058299313719472	0.0	0.0
K02521	4451.0	1920.0	-1.7924940813980355	0.0	0.0
K18612	430.0	392.0	-2.364988111818012	1.1787232447921154e-199	3.0475198812178185e-199
K02798	54.0	109.0	-3.118448499458591	1.7965195459177777e-77	2.678466771645201e-77
K11384	736.0	478.0	-2.0342425298005087	3.433059675962286e-199	8.844013815441938e-199
K05886	4352.0	2330.0	-2.078433027308859	0.0	0.0
K20490	4699.0	2769.0	-2.249621628435574	0.0	0.0
K08279	90.0	91.0	-2.433598367458435	1.096012250399435e-49	1.351262764648048e-49
K09709	105.0	70.0	-2.019132963828138	1.115511369635805e-30	1.2168331385615577e-30
K08164	2087.0	1331.0	-2.119370755564518	0.0	0.0
K12061	621.0	298.0	-1.7105319854504073	1.1398022849619162e-98	1.9642566562592143e-98
K09011	74.0	80.0	-2.4984300781410873	2.905127897183775e-45	3.458255409816103e-45
K05773	393.0	548.0	-2.8099251794593396	0.0	0.0
K00433	2676.0	1504.0	-2.012248904891594	0.0	0.0
K09692	110.0	69.0	-1.9586788717909773	4.2606185611704936e-29	4.611449698366508e-29
K10242	857.0	1048.0	-2.7426588340593527	0.0	0.0
K01465	425.0	442.0	-2.502991067863172	7.501142308596449e-241	2.2725783836328503e-240
K22360	86.0	163.0	-3.0657019544336688	6.166825233457393e-113	1.1485109992247907e-112
K01775	44.0	106.0	-3.2911972997743915	2.418198956912501e-79	3.664248222758791e-79
K15092	142.0	99.0	-2.065431628850029	5.756249171525144e-44	6.778108594168333e-44
K25148	344.0	423.0	-2.6684618911700917	9.374425129397435e-249	2.9287037459776894e-248
K20941	362.0	231.0	-1.989670755141677	4.5678675586163394e-95	7.712704225741951e-95
K17825	298.0	48.0	-0.6064175761608633	0.00037314116280815846	0.00037637279825644666
K06161	309.0	403.0	-2.724895011025877	6.8021426568003e-243	2.0771420991009696e-242
K00956	71.0	64.0	-2.3172321130632287	1.8811398592189797e-33	2.083775362744669e-33
K21624	467.0	464.0	-2.4598470706130056	2.380958672672157e-247	7.392337900026139e-247
K10537	453.0	647.0	-2.8465289518937147	0.0	0.0
K19126	46.0	110.0	-3.2848931651967037	4.058014379497325e-82	6.295705084424599e-82
K24995	143.0	256.0	-3.0221882494794023	1.4003741732317816e-173	3.2679747714560865e-173
K19775	1173.0	1153.0	-2.5359924632452944	0.0	0.0
K00645	110.0	202.0	-3.0400907924298495	2.838215034265454e-138	5.863770994885063e-138
K23862	3240.0	2038.0	-2.202924735013035	0.0	0.0
K12278	454.0	159.0	-1.3820768754793635	1.994197613294139e-39	2.2811652917718243e-39
K08686	139.0	180.0	-2.6901712396190223	2.4559899438508747e-108	4.4677070972775814e-108
K17717	300.0	232.0	-2.182075289321176	8.02788920156481e-108	1.4555998957797456e-107
K16445	519.0	451.0	-2.32385140417588	4.150039958924005e-224	1.1708957810868405e-223
K15726	1157.0	851.0	-2.203841574821701	0.0	0.0
K03606	85.0	82.0	-2.3860940741254733	6.589922014685578e-44	7.752485188993511e-44
K12201	109.0	69.0	-1.9677395159415638	2.846925273923655e-29	3.0860176995259013e-29
K07299	86.0	58.0	-2.030235364568446	7.127386371891613e-26	7.602545463351054e-26
K15312	1108.0	782.0	-2.1536782075466703	0.0	0.0
K00131	1649.0	1422.0	-2.4394059996679767	0.0	0.0
K25598	146.0	152.0	-2.4697146215738166	3.518500482852189e-83	5.494434180892972e-83
K26692	178.0	36.0	-0.8384101922868175	0.00004612402352191912	0.00004659856965861831
K00076	4431.0	2341.0	-2.066149263006912	0.0	0.0
K08188	426.0	286.0	-2.0463501116880365	1.3910376069972013e-121	2.6742097258510492e-121
K16876	1272.0	1143.0	-2.4437782432730635	0.0	0.0
K16211	165.0	107.0	-1.9939990625604125	3.012795781192888e-45	3.583867285561516e-45
K16013	580.0	601.0	-2.518669908752847	0.0	0.0
K12256	611.0	697.0	-2.627215729208935	0.0	0.0
K18855	602.0	673.0	-2.6038985602109195	0.0	0.0
K17315	277.0	500.0	-3.0620940010516127	0.0	0.0
K15835	229.0	304.0	-2.730364457965196	2.19804143307641e-184	5.338405187607498e-184
K12517	185.0	33.0	-0.7150436527669158	0.0007188058206374704	0.000724593307116033
K16784	4303.0	2680.0	-2.2929881178232776	0.0	0.0
K04755	182.0	235.0	-2.6941691340364895	5.527372440667209e-141	1.1553038891010593e-140
K00184	73.0	78.0	-2.486613386688622	6.217117840115148e-44	7.317350444958087e-44
K11206	266.0	372.0	-2.790829329661774	1.5051192298824468e-230	4.3848965114899905e-230
K08169	1229.0	870.0	-2.167400648279218	0.0	0.0
K18334	54.0	89.0	-2.9152788917372656	1.895862443155399e-59	2.517761632278504e-59
K17327	709.0	896.0	-2.7557367898175626	0.0	0.0
K00132	345.0	422.0	-2.663064760580394	1.3490115859659984e-247	4.196180138209764e-247
K08092	146.0	227.0	-2.878111208390708	1.633626980006323e-146	3.4932553013969537e-146
K04771	55.0	50.0	-2.324417613871251	1.3875307473096818e-26	1.48445929983484e-26
K05834	396.0	437.0	-2.5618099419352687	6.8733106259880075e-245	2.122166437419725e-244
K19587	250.0	237.0	-2.3861510296694775	3.3126772357131874e-123	6.405362006351986e-123
K14579	174.0	225.0	-2.6943878137734303	4.25114200167709e-135	8.647327028594177e-135
K12704	1159.0	1089.0	-2.481897788686969	0.0	0.0
K05918	90.0	70.0	-2.1718739894613384	1.1958318484996844e-33	1.3269944376881055e-33
K06363	1.0	284.0	-7.407376912268231	1.8622660558178424e-308	7.163001849105803e-308
K08372	83.0	157.0	-3.062797892600415	9.418781929716981e-109	1.7164941740910713e-108
K03343	71.0	48.0	-2.0326810844285648	1.0347006093937894e-21	1.0865549699819872e-21
K19163	76.0	59.0	-2.169376188067754	1.415659931270071e-28	1.5299147466121097e-28
K21699	4213.0	1882.0	-1.8240782928877206	0.0	0.0
K18989	1157.0	870.0	-2.2285272128325637	0.0	0.0
K01576	156.0	145.0	-2.3560806009390363	4.640236927227995e-75	6.8127547732506e-75
K06980	78.0	147.0	-3.057578717490135	8.789710499069575e-102	1.5477802454057816e-101
K02204	158.0	157.0	-2.423899139948086	6.018562112094129e-84	9.448576507011724e-84
K23003	868.0	707.0	-2.2893242831224825	0.0	0.0
