PFAM	Meta	Isolate	log_odds	p	padj
PF00717	769.0	375.0	-1.7345143284538567	7.919029162136054e-126	2.562103724741233e-125
PF13549	162.0	197.0	-2.6297337609460447	2.3931329126009055e-115	7.072834295129648e-115
PF14535	54.0	70.0	-2.675782731354839	5.018861810649375e-43	7.402422848341904e-43
PF00432	41.0	76.0	-3.0274537896288356	5.0606197783083895e-53	8.349303796172151e-53
PF01055	63.0	46.0	-2.108628775742203	7.582367918381958e-22	9.164329175026685e-22
PF03404	50.0	110.0	-3.203173144304193	3.312366576442678e-80	7.328216721025087e-80
PF13744	667.0	233.0	-1.3852410487336422	5.40758740720569e-57	9.318861681705356e-57
PF13601	53.0	91.0	-2.955866978871404	1.2965014621679616e-61	2.3310935732323335e-61
PF20213	80.0	21.0	-1.1106911627292364	0.00006408138690566145	0.00006784916216128148
PF00990	1658.0	1133.0	-2.1643799148472214	0.0	0.0
PF05791	5.0	106.0	-5.3064993801770965	4.358413827201678e-108	1.205308966736845e-107
PF13350	60.0	61.0	-2.4355154265192316	6.689584302730987e-34	8.900288851800734e-34
PF01323	421.0	630.0	-2.891107072256342	0.0	0.0
PF01726	124.0	83.0	-2.023808077975463	3.540418283957675e-36	4.820862645740726e-36
PF02222	76.0	227.0	-3.5254958967038443	3.3261809811211497e-178	1.47738401895687e-177
PF19044	1741.0	1058.0	-2.0354663088446467	0.0	0.0
PF14462	245.0	21.0	0.0020060185905788936	1.0	1.0
PF09720	99.0	2.0	1.095000240282563	0.016966472910241476	0.01752472946664782
PF11745	157.0	14.0	-0.05784738477862686	1.0	1.0
PF17765	261.0	225.0	-2.289876323816019	2.9251756676946735e-111	8.337647946079419e-111
PF10111	61.0	290.0	-3.994352223679883	1.6535303182843508e-250	1.029799176776018e-249
PF11190	402.0	60.0	-0.5273167060802522	0.00046224511520320984	0.0004858802726774011
PF00154	84.0	66.0	-2.181662108198123	5.351045260450058e-32	6.963853299734166e-32
PF07883	1629.0	1302.0	-2.3458748219240504	0.0	0.0
PF13847	1461.0	1144.0	-2.3042446588988956	0.0	0.0
PF13186	63.0	147.0	-3.268303552588079	1.481637628773391e-108	4.11211972716916e-108
PF03786	25.0	129.0	-4.037549386438777	2.0766964021648295e-113	6.022678829249562e-113
PF07799	87.0	58.0	-2.018795944114214	1.0926651253334936e-25	1.3572703336968224e-25
PF05569	63.0	51.0	-2.210343906494458	1.7161247337340438e-25	2.126164136780898e-25
PF07733	529.0	305.0	-1.8956570641546486	1.1603577521676543e-116	3.455783408058283e-116
PF03176	317.0	561.0	-3.0501927164756935	0.0	0.0
PF02894	499.0	700.0	-2.8352768766217684	0.0	0.0
PF13662	485.0	78.0	-0.5999391281812156	6.754246929599013e-6	7.243820691347419e-6
PF03466	5982.0	2343.0	-1.7490414788157815	0.0	0.0
PF13468	58.0	125.0	-3.1860081093210013	2.0673637909612974e-90	4.992189279005295e-90
PF13377	1077.0	1006.0	-2.4651301645179307	0.0	0.0
PF07927	201.0	71.0	-1.3873680606683159	1.2348666579490412e-18	1.4561397189927018e-18
PF01053	265.0	386.0	-2.8332550760473296	4.080999396844361e-243	2.4370595369844343e-242
PF06864	353.0	109.0	-1.2532209707620756	6.923615740539995e-24	8.47841822101972e-24
PF13246	71.0	101.0	-2.7724275852158358	1.0053004361811346e-63	1.8490205172199333e-63
PF05545	33.0	88.0	-3.3851720260380005	6.740468748402682e-68	1.302671289728738e-67
PF06481	36.0	103.0	-3.4582120243663055	1.227739093314082e-80	2.7266136842912163e-80
PF11867	231.0	46.0	-0.818943405669494	4.889567815062721e-6	5.253684567248242e-6
PF01850	2385.0	1003.0	-1.6524542299367202	4.101618673915197e-302	3.331489573253497e-301
PF13576	386.0	253.0	-2.018783808496293	6.259869707435973e-106	1.7007809743127208e-105
PF13280	306.0	250.0	-2.238979260388622	6.922703563193067e-120	2.1413369343938073e-119
PF06871	119.0	114.0	-2.3826719282348168	3.085348258620486e-60	5.458693072943937e-60
PF00364	351.0	772.0	-3.295458826515898	0.0	0.0
PF12532	172.0	35.0	-0.8450476713989704	0.00006014651164194531	0.00006371196832842634
PF04738	84.0	66.0	-2.181662108198123	5.351045260450058e-32	6.963853299734166e-32
PF02559	61.0	98.0	-2.8918375748633856	1.0012984026986513e-64	1.8623027938102216e-64
PF00392	3104.0	1989.0	-2.214955712321132	0.0	0.0
PF06472	54.0	71.0	-2.6898933216518115	7.20417162041049e-44	1.0720878074448154e-43
PF09588	136.0	40.0	-1.2094249535958161	3.05932545532062e-9	3.3586072933411152e-9
PF09140	62.0	2179.0	-6.269675129178696	0.0	0.0
PF02080	116.0	139.0	-2.6078681408580753	3.1552204230003647e-81	7.068058864638232e-81
PF01663	89.0	228.0	-3.3738552314722114	3.5034633901426284e-172	1.5269316051222e-171
PF01039	121.0	192.0	-2.8936985668525907	5.524877412516681e-125	1.7751438768016945e-124
PF07336	81.0	98.0	-2.6120400853184487	6.1994678941801284e-58	1.0755312858984645e-57
PF02690	32.0	83.0	-3.3565920440704544	1.1483101821647639e-63	2.110383349025907e-63
PF01544	108.0	135.0	-2.6492905959905664	2.258129779907779e-80	5.010158050358902e-80
PF13641	547.0	823.0	-2.9215363581714273	0.0	0.0
PF02449	28.0	112.0	-3.7860402712326526	3.16837849302752e-94	7.974153021996674e-94
PF12965	108.0	132.0	-2.6266081782864323	7.207512031727313e-78	1.557493065088609e-77
PF20586	102.0	14.0	-0.4863186013593527	0.1284236170154942	0.13107559856194775
PF14280	316.0	54.0	-0.6640181761059635	0.000038707461157128395	0.000041095718586841525
PF07424	38.0	75.0	-3.0883961793469563	2.181490896510859e-53	3.6171330139862426e-53
PF13487	222.0	142.0	-1.9832939575049708	5.1422236270035305e-59	9.029013972433258e-59
PF01614	754.0	925.0	-2.729644159538836	0.0	0.0
PF18340	99.0	115.0	-2.5739925408384776	1.5515869301696378e-66	2.959225319198743e-66
PF00999	415.0	333.0	-2.230270997168191	5.910131405243035e-158	2.3918528317734442e-157
PF14226	54.0	79.0	-2.7962494297033915	1.0530611155838165e-50	1.6929141671288622e-50
PF07171	124.0	143.0	-2.570315395764383	3.9807129002229554e-82	9.004085751916189e-82
PF10340	0.0	115.0	-7.180198368467345	7.934240963187491e-126	2.563455042765583e-125
PF10027	45.0	68.0	-2.825746430482247	2.2153340490150245e-44	3.3115965224336566e-44
PF13412	721.0	1522.0	-3.359344334633607	0.0	0.0
PF02586	1419.0	542.0	-1.5046319018100098	1.3816840810821231e-145	5.0466228307449246e-145
PF03130	66.0	45.0	-2.0411575338719925	1.4806702530338612e-20	1.7794086900143092e-20
PF06114	1992.0	597.0	-1.262981681940314	1.2806706408596416e-121	4.00943113034629e-121
PF09299	1356.0	330.0	-1.0280134568566535	1.4240553822842523e-49	2.264257804959834e-49
PF01833	155.0	43.0	-1.1503309623157703	3.517691991921072e-9	3.859989842811833e-9
PF13672	200.0	136.0	-2.043784228980546	6.8031011812181275e-59	1.192724833507148e-58
PF11171	819.0	95.0	-0.2701448805291215	0.021277005432726134	0.021947816882869807
PF08379	81.0	72.0	-2.3041388975328263	3.602103747081779e-37	4.992653343956428e-37
PF04273	36.0	73.0	-3.1141433204730498	1.960415344144747e-52	3.2138636869782975e-52
PF08341	0.0	107.0	-7.107735976587125	4.2021255410140844e-117	1.2595532428097701e-116
PF14216	262.0	45.0	-0.6715541363255617	0.0001543082516149448	0.00016293548568250762
PF00037	190.0	402.0	-3.2078922296770003	8.842819075258334e-288	6.669437893449711e-287
PF04964	89.0	39.0	-1.6052905178519559	3.160105227048641e-13	3.586186830695649e-13
PF12482	395.0	264.0	-2.039494989733408	6.111551648383123e-112	1.7462650035908974e-111
PF17645	70.0	175.0	-3.3412335176495147	1.7203245117969816e-131	5.783377483219086e-131
PF12760	158.0	54.0	-1.3557572543588516	4.523734397006909e-14	5.158878254416813e-14
PF01321	139.0	285.0	-3.161027276994931	7.432870124337999e-202	3.729278034306085e-201
PF13481	799.0	387.0	-1.7289322286007687	3.9035592098166445e-129	1.2825980260826117e-128
PF13289	866.0	293.0	-1.358198222992944	6.513944849880988e-69	1.2769530705716065e-68
PF04266	43.0	77.0	-2.9939409551157716	4.2256645507933785e-53	6.981663407889772e-53
PF00501	1398.0	1288.0	-2.4884310886183174	0.0	0.0
PF07235	58.0	83.0	-2.775291584307117	9.418739343458634e-53	1.5495560548763744e-52
PF04234	156.0	286.0	-3.0498572897177207	1.9066178155878725e-195	9.38362963053099e-195
PF02472	93.0	78.0	-2.2471698780753337	6.460828324350638e-39	9.112631571017932e-39
PF00712	123.0	110.0	-2.313936226399338	3.728216186784148e-56	6.349447362096464e-56
PF01580	446.0	552.0	-2.6909219942101785	0.0	0.0
PF06165	50.0	55.0	-2.5121415438964525	7.637180601905823e-32	9.922354887151693e-32
PF05947	149.0	166.0	-2.5387991345293033	1.189231141129992e-93	2.9546352308502368e-93
PF14579	562.0	311.0	-1.8550775464240565	2.251583955992348e-115	6.662967553847419e-115
PF08269	4.0	159.0	-5.89784018194606	1.4704736581009866e-166	6.199474242774214e-166
PF02817	109.0	171.0	-2.8795191819953754	5.707014068868908e-111	1.6167553270710332e-110
PF13728	686.0	330.0	-1.716206057229729	1.8582065612359365e-109	5.200739568374796e-109
PF18291	67.0	238.0	-3.698408307140404	2.672812398195374e-194	1.3071459370542852e-193
PF10099	137.0	49.0	-1.4017069573653107	1.6542509898824836e-13	1.8800513940787716e-13
PF00565	490.0	445.0	-2.367408690862053	2.0636957732686197e-226	1.1441444585448697e-225
PF06463	86.0	37.0	-1.5876839361724595	1.9424459505520867e-12	2.1893750330579804e-12
PF02548	75.0	115.0	-2.848686535850109	1.961048401182604e-74	4.0674244963814184e-74
PF10011	49.0	62.0	-2.6506060692428006	6.585109936459721e-38	9.181999029049179e-38
PF03457	174.0	208.0	-2.614028482345046	7.91377378805156e-121	2.464302481185493e-120
PF04672	232.0	78.0	-1.3379100001539173	2.747168946860932e-19	3.2592816463523725e-19
PF02806	60.0	71.0	-2.586289559873104	5.439213533739231e-42	7.936741858590599e-42
PF00905	199.0	260.0	-2.709028143354683	1.086857774986319e-156	4.338093833837146e-156
PF07007	142.0	83.0	-1.8890816600720088	4.7512218438384724e-33	6.260401782890966e-33
PF00723	118.0	154.0	-2.6945663709479297	3.6769494542564067e-93	9.106133882982551e-93
PF05565	145.0	18.0	-0.3738499011011924	0.19703182609547856	0.2004839824878654
PF00317	103.0	63.0	-1.93353600706602	2.9167419259522193e-26	3.63692511754536e-26
PF13557	202.0	103.0	-1.7541356055391943	1.0345167591527997e-36	1.4211605153825866e-36
PF06250	847.0	210.0	-1.0382553703951418	5.708967206870542e-33	7.513841825246611e-33
PF13622	92.0	119.0	-2.681041049538613	4.934035972094861e-72	9.96675266363162e-72
PF04324	106.0	201.0	-3.071770384272191	4.817113832392559e-139	1.687806249268162e-138
PF13440	88.0	201.0	-3.2561569977993017	3.782923024700859e-147	1.3993200933726267e-146
PF13727	68.0	97.0	-2.7745140213102153	2.5264989835770314e-61	4.521615669375534e-61
PF03734	354.0	374.0	-2.5105980109029926	4.155063807878252e-205	2.1260381554407886e-204
PF13575	40.0	64.0	-2.8806512073952213	1.0060010392511825e-42	1.4772063300761673e-42
PF09334	29.0	73.0	-3.323935365775773	9.877026872498127e-56	1.6723275090971684e-55
PF05726	164.0	80.0	-1.7089994156658748	7.034691683424293e-28	8.852431625457547e-28
PF09361	96.0	95.0	-2.412741320880284	2.893123570455014e-51	4.680171346912951e-51
PF14905	170.0	183.0	-2.506630547242072	1.7284258473089455e-101	4.5992362466193356e-101
PF07178	462.0	278.0	-1.9357135095817914	1.0677668376916657e-109	2.99930152836486e-109
PF09948	74.0	40.0	-1.8125892863300341	7.340989975524221e-16	8.488362226551899e-16
PF12704	624.0	317.0	-1.7697368696785778	5.415170004727123e-110	1.5229346151308847e-109
PF10108	93.0	8.0	-0.06628903014568913	1.0	1.0
PF17932	210.0	166.0	-2.196910335893843	1.8350198523136255e-78	3.9876062833718914e-78
PF00487	352.0	268.0	-2.170408799074246	2.7005438790393552e-123	8.512026365004643e-123
PF14130	95.0	26.0	-1.1460397405054408	4.9160906461529475e-6	5.277300633555129e-6
PF01936	303.0	125.0	-1.543849242306145	7.025746952144307e-37	9.680195830267631e-37
PF00016	40.0	117.0	-3.483562636397404	6.605759430779416e-92	1.618689784567572e-91
PF13409	1062.0	625.0	-1.9515034201036434	3.013879233005079e-244	1.813793123904352e-243
PF10134	1465.0	433.0	-1.2338221938811464	2.76843149005108e-86	6.463383267727295e-86
PF01790	47.0	101.0	-3.1781461148126695	2.966371890203036e-73	6.081978729869066e-73
PF01804	64.0	61.0	-2.371959798880686	7.30142162322911e-33	9.60430488718076e-33
PF15615	86.0	38.0	-1.6137829831160548	5.161634806829479e-13	5.849013490860916e-13
PF00691	759.0	435.0	-1.9035617339226556	7.79408804669792e-166	3.2622822581043726e-165
PF12848	70.0	59.0	-2.2505655858605635	6.804158005096645e-30	8.718179286177335e-30
PF13503	136.0	33.0	-1.0213476215190742	3.208815355796609e-6	3.450962070146076e-6
PF02463	1118.0	736.0	-2.0777653742093785	4.251736650774e-312	3.6853672536375e-311
PF01915	257.0	146.0	-1.8652127225268589	8.291965300722171e-56	1.4060025834728176e-55
PF00703	141.0	97.0	-2.0520075358068652	9.43672950602222e-43	1.3865605719474772e-42
PF04239	10.0	106.0	-4.7003136761590545	1.823569532716043e-102	4.874743411391678e-102
PF01436	386.0	269.0	-2.081915207680458	3.563114900750475e-117	1.0693948209875134e-116
PF05275	128.0	103.0	-2.2083364509225563	9.798883754868152e-50	1.5603792913386314e-49
PF00581	410.0	450.0	-2.5579475708838473	1.322851753756124e-251	8.373255106200207e-251
PF06508	161.0	99.0	-1.9404729839523396	1.6215340503621628e-40	2.3237653294209155e-40
PF05378	213.0	274.0	-2.6952565064053844	4.823153181993876e-164	1.9936271960447996e-163
PF07730	648.0	495.0	-2.199488777273717	9.886662307098463e-229	5.56094831462221e-228
PF08543	67.0	190.0	-3.4681236797150903	2.10774211515955e-147	7.821541427341269e-147
PF18029	258.0	318.0	-2.6579767055731094	5.917292568690573e-187	2.7546834944024453e-186
PF00801	68.0	69.0	-2.4345528013413396	4.1306306891362386e-38	5.776914564035811e-38
PF00939	37.0	143.0	-3.7619731082496735	3.7409348868952754e-119	1.1449527987164328e-118
PF13438	558.0	299.0	-1.8214896339320554	3.1035026549401236e-108	8.592892333046374e-108
PF15731	84.0	74.0	-2.2954522845365672	5.56439157655221e-38	7.772749027258438e-38
PF12797	95.0	253.0	-3.41604925156865	5.750429584300093e-193	2.7887782723025298e-192
PF02600	71.0	152.0	-3.1842901890357416	1.9007684095629999e-109	5.313459705673705e-109
PF19040	60.0	75.0	-2.6408543801324473	2.6139204241606097e-45	3.9583684128586025e-45
PF00390	78.0	62.0	-2.192874942321261	2.385506099687742e-30	3.0650059013133985e-30
PF00294	559.0	609.0	-2.569987797442066	0.0	0.0
PF04307	137.0	120.0	-2.294324865019399	1.8748863050288248e-60	3.324702966856458e-60
PF21806	258.0	51.0	-0.8102712470097405	1.9871585297933726e-6	2.139473397945538e-6
PF05229	69.0	49.0	-2.081199749929244	8.50118120409129e-23	1.030701666863469e-22
PF14598	12.0	88.0	-4.346795653524726	8.205766728176744e-82	1.8488842007327427e-81
PF03401	683.0	309.0	-1.6523664158951776	3.2327129934722954e-97	8.343991426484602e-97
PF02104	34.0	91.0	-3.389700820121562	3.13605082573732e-70	6.237196976188181e-70
PF01966	398.0	379.0	-2.4071622703032554	1.9642046034781237e-197	9.770550950491822e-197
PF01396	370.0	241.0	-2.0112566706955763	1.5994605808731754e-100	4.236655563703976e-100
PF13098	600.0	446.0	-2.1664085160579476	1.7313650539481937e-202	8.72442737596888e-202
PF13855	95.0	53.0	-1.8425250641140827	5.5380205314326056e-21	6.6622587749963454e-21
PF05309	625.0	303.0	-1.7213034144058366	3.493978145419368e-101	9.286626123351479e-101
PF13238	117.0	180.0	-2.8613675605146893	6.475247786586977e-116	1.9210728746157787e-115
PF01209	64.0	594.0	-4.702084837669387	0.0	0.0
PF08849	97.0	28.0	-1.197104319349024	9.024383062655404e-7	9.73694466072852e-7
PF03160	79.0	21.0	-1.1231244962870128	0.0000549859478855025	0.000058298656749439665
PF01791	87.0	157.0	-3.016234953796077	4.36229863434174e-107	1.1964131909770794e-106
PF01928	95.0	64.0	-2.02929331302307	2.2761484857200853e-28	2.8767643810270717e-28
PF07021	14.0	125.0	-4.555954035948188	1.7706576637458544e-118	5.39794980693126e-118
PF01757	429.0	484.0	-2.589689256063186	2.7568273784817396e-274	1.946537993985739e-273
PF07719	1987.0	873.0	-1.6825998159150881	4.667329662398889e-272	3.236479643508245e-271
PF12101	253.0	46.0	-0.7281036177594331	0.00004758683997005422	0.00005047681700933149
PF04143	18.0	95.0	-4.043832470962361	3.763021614376504e-84	8.672122232337915e-84
PF09673	669.0	300.0	-1.642584059248678	1.1663063134706039e-93	2.9070059723092414e-93
PF20084	955.0	109.0	-0.25305536580295396	0.018333053141887073	0.018927858866046077
PF00478	56.0	214.0	-3.766104816580372	1.9385094480938663e-177	8.561135832551429e-177
PF01050	100.0	113.0	-2.5463893027534903	1.326084404362004e-64	2.4643952570663483e-64
PF12957	73.0	52.0	-2.084227858704365	3.838391318757337e-24	4.712781730165589e-24
PF14384	267.0	111.0	-1.5507491799597086	3.7015471532508275e-33	4.885621611932768e-33
PF00977	24.0	82.0	-3.6222043951735414	3.804849575518034e-67	7.310724205068977e-67
PF05321	75.0	51.0	-2.038366202346364	4.700633412533389e-23	5.711072917005786e-23
PF03721	149.0	277.0	-3.0625302811784367	3.596054108487797e-190	1.7188546695508546e-189
PF02694	119.0	74.0	-1.950234754610446	6.511305425856538e-31	8.403201391258187e-31
PF07876	51.0	50.0	-2.3985674493559217	1.3821168473208997e-27	1.7354905061224053e-27
PF03793	131.0	28.0	-0.8988989712973321	0.0001196432331584659	0.00012650488421807752
PF17938	89.0	135.0	-2.8410332792935002	8.649375129361862e-87	2.0213781112180692e-86
PF00069	1089.0	496.0	-1.6782146009962255	2.6505023433110373e-157	1.0689439138040866e-156
PF01040	86.0	71.0	-2.2309788500299486	2.927993463355814e-35	3.95449349731137e-35
PF01729	31.0	74.0	-3.2729239910782715	1.112848947476493e-55	1.8828463983888517e-55
PF12917	85.0	49.0	-1.8751767965318387	5.791849380897501e-20	6.9103575304699e-20
PF07690	5079.0	2575.0	-2.058951993988486	0.0	0.0
PF18478	97.0	16.0	-0.6615438755866323	0.03686756557236168	0.03786178374208496
PF10282	76.0	272.0	-3.7113623841448864	2.2181591922959957e-222	1.2152791989866976e-221
PF08402	520.0	896.0	-3.0673500906371363	0.0	0.0
PF00375	253.0	233.0	-2.3567780512286802	2.4621143061322856e-119	7.575485474364634e-119
PF03621	74.0	102.0	-2.7414548118736874	1.4847078865646398e-63	2.724309968791199e-63
PF17676	60.0	45.0	-2.1350397645320704	9.788847618067795e-22	1.1818863314330296e-21
PF17820	172.0	224.0	-2.7013423089022046	6.722740686030155e-135	2.313618757577489e-134
PF00326	791.0	861.0	-2.600870034354812	0.0	0.0
PF12804	255.0	349.0	-2.766399747859875	2.22461298660579e-214	1.185269717404874e-213
PF04326	536.0	144.0	-1.115137072009842	9.658189367740255e-26	1.200426639981841e-25
PF01361	351.0	281.0	-2.2221158246287147	3.979147395757253e-133	1.359346970638838e-132
PF12840	1106.0	1281.0	-2.7193338913054586	0.0	0.0
PF12399	324.0	508.0	-2.922269435304938	0.0	0.0
PF00480	278.0	426.0	-2.888963464717668	1.041142290005744e-273	7.3290107263131614e-273
PF13378	613.0	616.0	-2.4896771633909687	0.0	0.0
PF07992	1650.0	1898.0	-2.801489131308391	0.0	0.0
PF00239	6242.0	1920.0	-1.433289078705326	0.0	0.0
PF13953	269.0	153.0	-1.8670193357441554	1.8208861876019983e-58	3.175614574924506e-58
PF12553	113.0	35.0	-1.262786799519443	9.665065052459217e-9	1.0600541131663249e-8
PF06568	90.0	130.0	-2.7918874420691773	4.2963069319730165e-82	9.708483465927352e-82
PF13187	125.0	235.0	-3.0679940390900047	5.519660470688038e-162	2.261405868325981e-161
PF02308	226.0	251.0	-2.5458598037768208	6.6601805911549e-141	2.3693107983541856e-140
PF03695	80.0	92.0	-2.56105142413357	2.733529228965437e-53	4.526007411893592e-53
PF08030	0.0	114.0	-7.1714148214871685	9.776335290990658e-125	3.1152848945090945e-124
PF05239	224.0	236.0	-2.491450947981048	2.802447870245818e-129	9.221085556063789e-129
PF12991	230.0	19.0	0.03448339064822436	0.8177426943132512	0.8223447094760531
PF03473	61.0	104.0	-2.951427933872967	4.8676409444162066e-70	9.664555481947733e-70
PF02780	324.0	373.0	-2.596421509452031	6.903404935624712e-213	3.64468401487641e-212
PF06629	125.0	106.0	-2.260712484596439	1.1968871389263732e-52	1.9663145853790418e-52
PF13371	305.0	92.0	-1.229456635982091	7.538205076111535e-20	8.98934825041432e-20
PF01019	162.0	243.0	-2.8444785928668024	1.0432828510598805e-154	4.093827809142065e-154
PF17755	63.0	80.0	-2.6571517912210925	1.5211005918438877e-48	2.387511266792805e-48
PF20434	217.0	601.0	-3.5029347634272403	0.0	0.0
PF14026	70.0	31.0	-1.6184930369526034	6.551416486034075e-11	7.285275489256658e-11
PF12625	251.0	269.0	-2.5123980666514196	1.772899314600204e-148	6.600072288167105e-148
