KO	pathway	pathway_description
K05814	map02010	ABC transporters
K05815	map02010	ABC transporters
K05816	map02010	ABC transporters
K05845	map02010	ABC transporters
K05846	map02010	ABC transporters
K05847	map02010	ABC transporters
K06073	map02010	ABC transporters
K06074	map02010	ABC transporters
K06159	map02010	ABC transporters
K06160	map02010	ABC transporters
K06161	map02010	ABC transporters
K06726	map02010	ABC transporters
K06857	map02010	ABC transporters
K06858	map02010	ABC transporters
K06861	map02010	ABC transporters
K07091	map02010	ABC transporters
K07122	map02010	ABC transporters
K07323	map02010	ABC transporters
K07335	map02010	ABC transporters
K08711	map02010	ABC transporters
K08712	map02010	ABC transporters
K09688	map02010	ABC transporters
K09689	map02010	ABC transporters
K09690	map02010	ABC transporters
K09691	map02010	ABC transporters
K09692	map02010	ABC transporters
K09693	map02010	ABC transporters
K09694	map02010	ABC transporters
K09695	map02010	ABC transporters
K09696	map02010	ABC transporters
K09697	map02010	ABC transporters
K09808	map02010	ABC transporters
K09810	map02010	ABC transporters
K09811	map02010	ABC transporters
K09812	map02010	ABC transporters
K09813	map02010	ABC transporters
K09814	map02010	ABC transporters
K09815	map02010	ABC transporters
K09816	map02010	ABC transporters
K09817	map02010	ABC transporters
K09969	map02010	ABC transporters
K09970	map02010	ABC transporters
K09971	map02010	ABC transporters
K09972	map02010	ABC transporters
K09996	map02010	ABC transporters
K09997	map02010	ABC transporters
K09998	map02010	ABC transporters
K09999	map02010	ABC transporters
K10000	map02010	ABC transporters
K10001	map02010	ABC transporters
K10002	map02010	ABC transporters
K10003	map02010	ABC transporters
K10004	map02010	ABC transporters
K10005	map02010	ABC transporters
K10006	map02010	ABC transporters
K10007	map02010	ABC transporters
K10008	map02010	ABC transporters
K10009	map02010	ABC transporters
K10010	map02010	ABC transporters
K10013	map02010	ABC transporters
K10014	map02010	ABC transporters
K10015	map02010	ABC transporters
K10016	map02010	ABC transporters
K10017	map02010	ABC transporters
K10018	map02010	ABC transporters
K10019	map02010	ABC transporters
K10020	map02010	ABC transporters
K10021	map02010	ABC transporters
K10022	map02010	ABC transporters
K10023	map02010	ABC transporters
K10024	map02010	ABC transporters
K10025	map02010	ABC transporters
K10036	map02010	ABC transporters
K10037	map02010	ABC transporters
K10038	map02010	ABC transporters
K10039	map02010	ABC transporters
K10040	map02010	ABC transporters
K10041	map02010	ABC transporters
K10094	map02010	ABC transporters
K10107	map02010	ABC transporters
K10108	map02010	ABC transporters
K10109	map02010	ABC transporters
K10110	map02010	ABC transporters
K10111	map02010	ABC transporters
K10112	map02010	ABC transporters
K10117	map02010	ABC transporters
K10118	map02010	ABC transporters
K10119	map02010	ABC transporters
K10188	map02010	ABC transporters
K10189	map02010	ABC transporters
K10190	map02010	ABC transporters
K10191	map02010	ABC transporters
K10192	map02010	ABC transporters
K10193	map02010	ABC transporters
K10194	map02010	ABC transporters
K10195	map02010	ABC transporters
K10196	map02010	ABC transporters
K10197	map02010	ABC transporters
K10198	map02010	ABC transporters
K10199	map02010	ABC transporters
K10200	map02010	ABC transporters
K10201	map02010	ABC transporters
K10202	map02010	ABC transporters
K10227	map02010	ABC transporters
K10228	map02010	ABC transporters
K10229	map02010	ABC transporters
K10232	map02010	ABC transporters
K10233	map02010	ABC transporters
K10234	map02010	ABC transporters
K10235	map02010	ABC transporters
K10236	map02010	ABC transporters
K10237	map02010	ABC transporters
K10238	map02010	ABC transporters
K10240	map02010	ABC transporters
K10241	map02010	ABC transporters
K10242	map02010	ABC transporters
K10439	map02010	ABC transporters
K10440	map02010	ABC transporters
K10441	map02010	ABC transporters
K10537	map02010	ABC transporters
K10538	map02010	ABC transporters
K10539	map02010	ABC transporters
K10540	map02010	ABC transporters
K10541	map02010	ABC transporters
K10542	map02010	ABC transporters
K10543	map02010	ABC transporters
K10544	map02010	ABC transporters
K10545	map02010	ABC transporters
K10546	map02010	ABC transporters
K10547	map02010	ABC transporters
K10548	map02010	ABC transporters
K10549	map02010	ABC transporters
K10550	map02010	ABC transporters
K10551	map02010	ABC transporters
K10552	map02010	ABC transporters
K10553	map02010	ABC transporters
K10554	map02010	ABC transporters
K10555	map02010	ABC transporters
K10556	map02010	ABC transporters
K10557	map02010	ABC transporters
K10558	map02010	ABC transporters
K10559	map02010	ABC transporters
K10560	map02010	ABC transporters
K10561	map02010	ABC transporters
K10562	map02010	ABC transporters
K10820	map02010	ABC transporters
K10823	map02010	ABC transporters
K10824	map02010	ABC transporters
K10829	map02010	ABC transporters
K10830	map02010	ABC transporters
K10831	map02010	ABC transporters
K11004	map02010	ABC transporters
K11050	map02010	ABC transporters
K11051	map02010	ABC transporters
K11069	map02010	ABC transporters
K11070	map02010	ABC transporters
K11071	map02010	ABC transporters
K11072	map02010	ABC transporters
K11073	map02010	ABC transporters
K11074	map02010	ABC transporters
K11075	map02010	ABC transporters
K11076	map02010	ABC transporters
K11077	map02010	ABC transporters
K11078	map02010	ABC transporters
K11079	map02010	ABC transporters
K11080	map02010	ABC transporters
K11081	map02010	ABC transporters
K11082	map02010	ABC transporters
K11083	map02010	ABC transporters
K11084	map02010	ABC transporters
K11085	map02010	ABC transporters
K11601	map02010	ABC transporters
K11602	map02010	ABC transporters
K11603	map02010	ABC transporters
K11604	map02010	ABC transporters
K11605	map02010	ABC transporters
K11606	map02010	ABC transporters
K11607	map02010	ABC transporters
K11631	map02010	ABC transporters
K11632	map02010	ABC transporters
K11704	map02010	ABC transporters
K11705	map02010	ABC transporters
K11706	map02010	ABC transporters
K11707	map02010	ABC transporters
K11708	map02010	ABC transporters
K11709	map02010	ABC transporters
K11710	map02010	ABC transporters
K11720	map02010	ABC transporters
K11950	map02010	ABC transporters
K11951	map02010	ABC transporters
K11952	map02010	ABC transporters
K11953	map02010	ABC transporters
K11954	map02010	ABC transporters
K11955	map02010	ABC transporters
K11956	map02010	ABC transporters
K11957	map02010	ABC transporters
K11958	map02010	ABC transporters
K11959	map02010	ABC transporters
K11960	map02010	ABC transporters
K11961	map02010	ABC transporters
K11962	map02010	ABC transporters
K11963	map02010	ABC transporters
K12292	map02010	ABC transporters
K12368	map02010	ABC transporters
K12369	map02010	ABC transporters
K12370	map02010	ABC transporters
K12371	map02010	ABC transporters
K12372	map02010	ABC transporters
K12536	map02010	ABC transporters
K12541	map02010	ABC transporters
K13409	map02010	ABC transporters
K13889	map02010	ABC transporters
K13890	map02010	ABC transporters
K13891	map02010	ABC transporters
K13892	map02010	ABC transporters
K13893	map02010	ABC transporters
K13894	map02010	ABC transporters
K13895	map02010	ABC transporters
K13896	map02010	ABC transporters
K14698	map02010	ABC transporters
K14699	map02010	ABC transporters
K15495	map02010	ABC transporters
K15496	map02010	ABC transporters
K15497	map02010	ABC transporters
K15551	map02010	ABC transporters
K15552	map02010	ABC transporters
K15553	map02010	ABC transporters
K15554	map02010	ABC transporters
K15555	map02010	ABC transporters
K15556	map02010	ABC transporters
K15557	map02010	ABC transporters
K15558	map02010	ABC transporters
K15576	map02010	ABC transporters
K15577	map02010	ABC transporters
K15578	map02010	ABC transporters
K15579	map02010	ABC transporters
K15580	map02010	ABC transporters
K15581	map02010	ABC transporters
K15582	map02010	ABC transporters
K15583	map02010	ABC transporters
K15584	map02010	ABC transporters
K15585	map02010	ABC transporters
K15586	map02010	ABC transporters
K15587	map02010	ABC transporters
K15598	map02010	ABC transporters
K15599	map02010	ABC transporters
K15600	map02010	ABC transporters
K15628	map02010	ABC transporters
K15770	map02010	ABC transporters
K15771	map02010	ABC transporters
K15772	map02010	ABC transporters
K16012	map02010	ABC transporters
K16013	map02010	ABC transporters
K16014	map02010	ABC transporters
K16199	map02010	ABC transporters
K16200	map02010	ABC transporters
K16201	map02010	ABC transporters
K16202	map02010	ABC transporters
K16783	map02010	ABC transporters
K16784	map02010	ABC transporters
K16785	map02010	ABC transporters
K16786	map02010	ABC transporters
K16787	map02010	ABC transporters
K16905	map02010	ABC transporters
K16906	map02010	ABC transporters
K16907	map02010	ABC transporters
K16915	map02010	ABC transporters
K16916	map02010	ABC transporters
K16917	map02010	ABC transporters
K16918	map02010	ABC transporters
K16919	map02010	ABC transporters
K16920	map02010	ABC transporters
K16921	map02010	ABC transporters
K16956	map02010	ABC transporters
K16957	map02010	ABC transporters
K16958	map02010	ABC transporters
K16959	map02010	ABC transporters
K16960	map02010	ABC transporters
K16961	map02010	ABC transporters
K16962	map02010	ABC transporters
K16963	map02010	ABC transporters
K17062	map02010	ABC transporters
K17063	map02010	ABC transporters
K17073	map02010	ABC transporters
K17074	map02010	ABC transporters
K17076	map02010	ABC transporters
K17077	map02010	ABC transporters
K17202	map02010	ABC transporters
K17203	map02010	ABC transporters
K17204	map02010	ABC transporters
K17205	map02010	ABC transporters
K17206	map02010	ABC transporters
K17207	map02010	ABC transporters
K17208	map02010	ABC transporters
K17209	map02010	ABC transporters
K17210	map02010	ABC transporters
K17213	map02010	ABC transporters
K17214	map02010	ABC transporters
K17215	map02010	ABC transporters
K17234	map02010	ABC transporters
K17235	map02010	ABC transporters
K17236	map02010	ABC transporters
K17237	map02010	ABC transporters
K17238	map02010	ABC transporters
K17239	map02010	ABC transporters
K17240	map02010	ABC transporters
K17241	map02010	ABC transporters
K17242	map02010	ABC transporters
K17243	map02010	ABC transporters
K17244	map02010	ABC transporters
K17245	map02010	ABC transporters
K17246	map02010	ABC transporters
K17311	map02010	ABC transporters
K17312	map02010	ABC transporters
K17313	map02010	ABC transporters
K17314	map02010	ABC transporters
K17315	map02010	ABC transporters
K17316	map02010	ABC transporters
K17317	map02010	ABC transporters
K17318	map02010	ABC transporters
K17319	map02010	ABC transporters
K17320	map02010	ABC transporters
K17321	map02010	ABC transporters
K17322	map02010	ABC transporters
K17323	map02010	ABC transporters
K17324	map02010	ABC transporters
K17325	map02010	ABC transporters
K17326	map02010	ABC transporters
K17327	map02010	ABC transporters
K17328	map02010	ABC transporters
K17329	map02010	ABC transporters
K17330	map02010	ABC transporters
K17331	map02010	ABC transporters
K18104	map02010	ABC transporters
K18216	map02010	ABC transporters
K18217	map02010	ABC transporters
K18230	map02010	ABC transporters
K18231	map02010	ABC transporters
K18232	map02010	ABC transporters
K18233	map02010	ABC transporters
K18887	map02010	ABC transporters
K18888	map02010	ABC transporters
K18889	map02010	ABC transporters
K18890	map02010	ABC transporters
K18891	map02010	ABC transporters
K18892	map02010	ABC transporters
K18893	map02010	ABC transporters
K18894	map02010	ABC transporters
K18895	map02010	ABC transporters
K19079	map02010	ABC transporters
K19080	map02010	ABC transporters
K19083	map02010	ABC transporters
K19084	map02010	ABC transporters
K19226	map02010	ABC transporters
K19227	map02010	ABC transporters
K19228	map02010	ABC transporters
K19229	map02010	ABC transporters
K19230	map02010	ABC transporters
K19309	map02010	ABC transporters
K19310	map02010	ABC transporters
K19340	map02010	ABC transporters
K19341	map02010	ABC transporters
K19349	map02010	ABC transporters
K19350	map02010	ABC transporters
K19971	map02010	ABC transporters
K19972	map02010	ABC transporters
K19973	map02010	ABC transporters
K19975	map02010	ABC transporters
K19976	map02010	ABC transporters
K20344	map02010	ABC transporters
K20386	map02010	ABC transporters
K20459	map02010	ABC transporters
K20460	map02010	ABC transporters
K20461	map02010	ABC transporters
K20490	map02010	ABC transporters
K20491	map02010	ABC transporters
K20492	map02010	ABC transporters
K20494	map02010	ABC transporters
K22921	map02010	ABC transporters
K22922	map02010	ABC transporters
K22923	map02010	ABC transporters
K23055	map02010	ABC transporters
K23056	map02010	ABC transporters
K23057	map02010	ABC transporters
K23058	map02010	ABC transporters
K23059	map02010	ABC transporters
K23060	map02010	ABC transporters
K23061	map02010	ABC transporters
K23062	map02010	ABC transporters
K23063	map02010	ABC transporters
K23064	map02010	ABC transporters
K23125	map02010	ABC transporters
K23163	map02010	ABC transporters
K23181	map02010	ABC transporters
K23182	map02010	ABC transporters
K23183	map02010	ABC transporters
K23184	map02010	ABC transporters
K23185	map02010	ABC transporters
K23186	map02010	ABC transporters
K23187	map02010	ABC transporters
K23188	map02010	ABC transporters
K23227	map02010	ABC transporters
K23228	map02010	ABC transporters
K23508	map02010	ABC transporters
K23509	map02010	ABC transporters
K23510	map02010	ABC transporters
K23511	map02010	ABC transporters
K23512	map02010	ABC transporters
K23513	map02010	ABC transporters
K23535	map02010	ABC transporters
K23536	map02010	ABC transporters
K23537	map02010	ABC transporters
K23545	map02010	ABC transporters
K23546	map02010	ABC transporters
K23547	map02010	ABC transporters
K24821	map02010	ABC transporters
K25286	map02010	ABC transporters
K25287	map02010	ABC transporters
K25819	map02010	ABC transporters
K00027	map02020	Two-component system
K00066	map02020	Two-component system
K00244	map02020	Two-component system
K00245	map02020	Two-component system
K00246	map02020	Two-component system
K00247	map02020	Two-component system
K00370	map02020	Two-component system
K00371	map02020	Two-component system
K00373	map02020	Two-component system
K00374	map02020	Two-component system
K00404	map02020	Two-component system
K00405	map02020	Two-component system
K00406	map02020	Two-component system
K00407	map02020	Two-component system
K00410	map02020	Two-component system
K00411	map02020	Two-component system
K00412	map02020	Two-component system
K00413	map02020	Two-component system
K00424	map02020	Two-component system
K00425	map02020	Two-component system
K00426	map02020	Two-component system
K00494	map02020	Two-component system
K00575	map02020	Two-component system
K00626	map02020	Two-component system
K00689	map02020	Two-component system
K00692	map02020	Two-component system
K00990	map02020	Two-component system
K01034	map02020	Two-component system
K01035	map02020	Two-component system
K01051	map02020	Two-component system
K01077	map02020	Two-component system
K01113	map02020	Two-component system
K01179	map02020	Two-component system
K01425	map02020	Two-component system
K01467	map02020	Two-component system
K01545	map02020	Two-component system
K01546	map02020	Two-component system
K01547	map02020	Two-component system
K01548	map02020	Two-component system
K01643	map02020	Two-component system
K01644	map02020	Two-component system
K01646	map02020	Two-component system
K01791	map02020	Two-component system
K01910	map02020	Two-component system
K01915	map02020	Two-component system
K01991	map02020	Two-component system
K02040	map02020	Two-component system
K02106	map02020	Two-component system
K02252	map02020	Two-component system
K02253	map02020	Two-component system
K02259	map02020	Two-component system
K02279	map02020	Two-component system
K02280	map02020	Two-component system
K02282	map02020	Two-component system
K02283	map02020	Two-component system
