	Agricultural land	Grasslands	Other	Peat	Rhizosphere	Temperate forest	Tropical forest	Unclassified
PTU-46642	0	0	0	0	1	0	0	0
PTU-46643	0	0	0	0	1	0	0	0
PTU-46644	0	0	0	0	1	0	0	0
PTU-46645	0	0	0	0	1	0	0	0
PTU-46646	0	0	0	0	1	0	0	0
PTU-46647	0	0	0	0	1	0	0	0
PTU-46648	0	0	0	0	1	0	0	0
PTU-46649	0	0	0	0	1	0	0	0
PTU-46650	0	0	0	0	1	0	0	0
PTU-46651	0	0	0	0	1	0	0	0
PTU-46652	0	0	0	0	1	0	0	0
PTU-46653	0	0	0	0	1	0	0	0
PTU-46654	0	0	0	0	0	1	0	0
PTU-46655	0	0	0	0	0	1	0	0
PTU-46656	0	0	0	0	0	1	0	0
PTU-46657	0	0	0	0	0	1	0	0
PTU-46658	0	0	0	0	0	1	0	0
PTU-46659	0	0	0	0	0	1	0	0
PTU-46660	0	0	0	0	0	1	0	0
PTU-46661	0	0	0	0	0	1	0	0
PTU-46662	0	0	0	0	0	1	0	0
PTU-46663	0	0	0	0	0	1	0	0
PTU-46664	0	0	0	0	0	1	0	0
PTU-46665	0	0	0	0	0	1	0	0
PTU-46666	0	0	0	0	0	1	0	0
PTU-46667	0	0	0	0	0	1	0	0
PTU-46668	0	0	0	0	0	1	0	0
PTU-46669	0	0	0	0	0	1	0	0
PTU-46670	0	0	0	0	0	1	0	0
PTU-46671	0	0	0	0	0	1	0	0
PTU-46672	0	0	0	0	0	1	0	0
PTU-46673	0	0	0	0	0	1	0	0
PTU-46674	0	0	0	0	0	1	0	0
PTU-46675	0	0	0	0	0	1	0	0
PTU-46676	0	0	0	0	0	1	0	0
PTU-46677	0	0	0	0	1	0	0	0
PTU-46678	0	0	1	0	0	0	0	0
PTU-46679	0	0	0	0	1	0	0	0
PTU-46680	0	0	0	0	1	0	0	0
PTU-46681	0	0	0	0	1	0	0	0
PTU-46682	0	0	0	0	1	0	0	0
PTU-46683	0	0	0	0	1	0	0	0
PTU-46684	0	0	0	0	1	0	0	0
PTU-46685	0	0	1	0	0	0	0	0
PTU-46686	0	0	1	0	0	0	0	0
PTU-46687	0	0	1	0	0	0	0	0
PTU-46688	0	0	1	0	0	0	0	0
PTU-46689	0	0	0	0	0	1	0	0
PTU-46690	0	0	1	0	0	0	0	0
PTU-46691	0	0	1	0	0	0	0	0
PTU-46692	0	0	1	0	0	0	0	0
PTU-46693	0	0	0	0	0	1	0	0
PTU-46694	0	0	0	0	0	1	0	0
PTU-46695	0	0	0	0	0	1	0	0
PTU-46696	0	0	0	0	0	1	0	0
PTU-46697	0	0	0	0	0	1	0	0
PTU-46698	0	0	0	0	0	1	0	0
PTU-46699	0	0	0	0	1	0	0	0
PTU-46700	0	0	0	0	1	0	0	0
PTU-46701	0	0	0	0	1	0	0	0
PTU-46702	0	0	0	0	1	0	0	0
PTU-46703	0	0	0	0	1	0	0	0
PTU-46704	0	0	0	0	1	0	0	0
PTU-46705	0	0	0	0	1	0	0	0
PTU-46706	0	0	0	0	1	0	0	0
PTU-46707	0	0	0	0	1	0	0	0
PTU-46708	0	0	0	0	1	0	0	0
PTU-46709	0	0	0	0	1	0	0	0
PTU-46710	0	0	0	0	1	0	0	0
PTU-46711	0	0	0	0	1	0	0	0
PTU-46712	0	0	0	0	1	0	0	0
PTU-46713	0	0	0	0	1	0	0	0
PTU-46714	0	0	0	0	1	0	0	0
PTU-46715	0	0	0	0	1	0	0	0
PTU-46716	0	0	0	0	1	0	0	0
PTU-46717	0	0	0	0	1	0	0	0
PTU-46718	0	0	0	0	1	0	0	0
PTU-46719	0	0	0	0	1	0	0	0
PTU-46720	0	0	0	0	1	0	0	0
PTU-46721	0	0	0	0	1	0	0	0
PTU-46722	0	0	0	0	1	0	0	0
PTU-46723	0	0	0	0	1	0	0	0
PTU-46724	0	0	0	0	1	0	0	0
PTU-46725	0	0	0	0	1	0	0	0
PTU-46726	0	0	0	0	1	0	0	0
PTU-46727	0	0	0	0	1	0	0	0
PTU-46728	0	0	0	0	1	0	0	0
PTU-46729	0	0	0	0	1	0	0	0
PTU-46730	0	0	0	0	1	0	0	0
PTU-46731	0	0	0	0	1	0	0	0
PTU-46732	0	0	0	0	1	0	0	0
PTU-46733	0	0	0	0	1	0	0	0
PTU-46734	0	0	0	0	1	0	0	0
PTU-46735	0	0	0	0	1	0	0	0
PTU-46736	0	0	0	0	1	0	0	0
PTU-46737	0	0	0	0	1	0	0	0
PTU-46738	0	0	0	0	1	0	0	0
PTU-46739	0	0	0	0	1	0	0	0
PTU-46740	0	0	0	0	1	0	0	0
PTU-46741	0	0	0	0	1	0	0	0
PTU-46742	0	0	0	0	1	0	0	0
PTU-46743	0	0	0	0	1	0	0	0
PTU-46744	0	0	0	0	1	0	0	0
PTU-46745	0	0	0	0	1	0	0	0
PTU-46746	0	0	0	0	1	0	0	0
PTU-46747	0	0	0	0	1	0	0	0
PTU-46748	0	0	0	0	1	0	0	0
PTU-46749	0	0	0	0	1	0	0	0
PTU-46750	0	0	0	0	1	0	0	0
PTU-46751	0	0	0	0	1	0	0	0
PTU-46752	0	0	0	0	1	0	0	0
PTU-46753	0	0	0	0	1	0	0	0
PTU-46754	0	0	0	0	1	0	0	0
PTU-46755	0	0	0	0	1	0	0	0
PTU-46756	0	0	0	0	1	0	0	0
PTU-46757	0	0	0	0	1	0	0	0
PTU-46758	0	0	0	0	1	0	0	0
PTU-46759	0	0	0	0	1	0	0	0
PTU-46760	0	0	0	0	1	0	0	0
PTU-46761	0	0	0	0	1	0	0	0
PTU-46762	0	0	0	0	1	0	0	0
PTU-46763	0	0	0	0	1	0	0	0
PTU-46764	0	0	0	0	1	0	0	0
PTU-46765	0	0	0	0	1	0	0	0
PTU-46766	0	0	0	0	1	0	0	0
PTU-46767	0	0	0	0	1	0	0	0
PTU-46768	0	0	0	0	1	0	0	0
PTU-46769	0	0	0	0	1	0	0	0
PTU-46770	0	0	0	0	1	0	0	0
PTU-46771	0	0	0	0	1	0	0	0
PTU-46772	0	0	0	0	1	0	0	0
PTU-46773	0	0	0	0	1	0	0	0
PTU-46774	0	0	0	0	1	0	0	0
PTU-46775	0	0	0	0	1	0	0	0
PTU-46776	0	0	0	0	1	0	0	0
PTU-46777	0	0	0	0	1	0	0	0
PTU-46778	0	0	0	0	1	0	0	0
PTU-46779	0	0	0	0	1	0	0	0
PTU-46780	0	0	0	0	1	0	0	0
PTU-46781	0	0	0	0	1	0	0	0
PTU-46782	0	0	0	0	1	0	0	0
PTU-46783	0	0	0	0	1	0	0	0
PTU-46784	0	0	0	0	1	0	0	0
PTU-46785	0	0	0	0	1	0	0	0
PTU-46786	0	0	0	0	1	0	0	0
PTU-46787	0	0	0	0	1	0	0	0
PTU-46788	0	0	0	0	1	0	0	0
PTU-46789	0	0	0	0	1	0	0	0
PTU-46790	0	0	0	0	1	0	0	0
PTU-46791	0	0	0	0	1	0	0	0
PTU-46792	0	0	0	0	1	0	0	0
PTU-46793	0	0	0	0	1	0	0	0
PTU-46794	0	0	0	0	1	0	0	0
PTU-46795	0	0	0	0	1	0	0	0
PTU-46796	0	0	0	0	1	0	0	0
PTU-46797	1	0	0	0	0	0	0	0
PTU-46798	0	0	0	0	1	0	0	0
PTU-46799	1	0	0	0	0	0	0	0
PTU-46800	1	0	0	0	0	0	0	0
PTU-46801	1	0	0	0	0	0	0	0
PTU-46802	1	0	0	0	0	0	0	0
PTU-46803	1	0	0	0	0	0	0	0
PTU-46804	1	0	0	0	0	0	0	0
PTU-46805	1	0	0	0	0	0	0	0
PTU-46806	1	0	0	0	0	0	0	0
PTU-46807	1	0	0	0	0	0	0	0
PTU-46808	1	0	0	0	0	0	0	0
PTU-46809	1	0	0	0	0	0	0	0
PTU-46810	1	0	0	0	0	0	0	0
PTU-46811	1	0	0	0	0	0	0	0
PTU-46812	1	0	0	0	0	0	0	0
PTU-46813	1	0	0	0	0	0	0	0
PTU-46814	1	0	0	0	0	0	0	0
PTU-46815	1	0	0	0	0	0	0	0
PTU-46816	1	0	0	0	0	0	0	0
PTU-46817	1	0	0	0	0	0	0	0
PTU-46818	1	0	0	0	0	0	0	0
PTU-46819	1	0	0	0	0	0	0	0
PTU-46820	1	0	0	0	0	0	0	0
PTU-46821	1	0	0	0	0	0	0	0
PTU-46822	1	0	0	0	0	0	0	0
PTU-46823	1	0	0	0	0	0	0	0
PTU-46824	1	0	0	0	0	0	0	0
PTU-46825	1	0	0	0	0	0	0	0
PTU-46826	1	0	0	0	0	0	0	0
PTU-46827	1	0	0	0	0	0	0	0
PTU-46828	1	0	0	0	0	0	0	0
PTU-46829	1	0	0	0	0	0	0	0
PTU-46830	1	0	0	0	0	0	0	0
PTU-46831	1	0	0	0	0	0	0	0
PTU-46832	1	0	0	0	0	0	0	0
PTU-46833	0	0	0	0	1	0	0	0
PTU-46834	1	0	0	0	0	0	0	0
PTU-46835	0	0	0	0	1	0	0	0
PTU-46836	1	0	0	0	0	0	0	0
PTU-46837	1	0	0	0	0	0	0	0
PTU-46838	1	0	0	0	0	0	0	0
PTU-46839	1	0	0	0	0	0	0	0
PTU-46840	1	0	0	0	0	0	0	0
PTU-46841	1	0	0	0	0	0	0	0
PTU-46842	1	0	0	0	0	0	0	0
PTU-46843	1	0	0	0	0	0	0	0
PTU-46844	1	0	0	0	0	0	0	0
PTU-46845	1	0	0	0	0	0	0	0
PTU-46846	1	0	0	0	0	0	0	0
PTU-46847	1	0	0	0	0	0	0	0
PTU-46848	1	0	0	0	0	0	0	0
PTU-46849	1	0	0	0	0	0	0	0
PTU-46850	1	0	0	0	0	0	0	0
PTU-46851	1	0	0	0	0	0	0	0
PTU-46852	1	0	0	0	0	0	0	0
PTU-46853	1	0	0	0	0	0	0	0
PTU-46854	1	0	0	0	0	0	0	0
PTU-46855	1	0	0	0	0	0	0	0
PTU-46856	1	0	0	0	0	0	0	0
PTU-46857	1	0	0	0	0	0	0	0
PTU-46858	1	0	0	0	0	0	0	0
PTU-46859	1	0	0	0	0	0	0	0
PTU-46860	1	0	0	0	0	0	0	0
PTU-46861	1	0	0	0	0	0	0	0
PTU-46862	0	0	0	0	1	0	0	0
PTU-46863	0	0	0	0	1	0	0	0
PTU-46864	0	0	0	0	1	0	0	0
PTU-46865	0	0	0	0	1	0	0	0
PTU-46866	0	0	0	0	1	0	0	0
PTU-46867	0	0	0	0	1	0	0	0
PTU-46868	1	0	0	0	0	0	0	0
PTU-46869	1	0	0	0	0	0	0	0
PTU-46870	1	0	0	0	0	0	0	0
PTU-46871	1	0	0	0	0	0	0	0
PTU-46872	1	0	0	0	0	0	0	0
PTU-46873	1	0	0	0	0	0	0	0
PTU-46874	1	0	0	0	0	0	0	0
PTU-46875	1	0	0	0	0	0	0	0
PTU-46876	1	0	0	0	0	0	0	0
PTU-46877	1	0	0	0	0	0	0	0
PTU-46878	1	0	0	0	0	0	0	0
PTU-46879	1	0	0	0	0	0	0	0
PTU-46880	1	0	0	0	0	0	0	0
PTU-46881	1	0	0	0	0	0	0	0
PTU-46882	1	0	0	0	0	0	0	0
PTU-46883	1	0	0	0	0	0	0	0
PTU-46884	1	0	0	0	0	0	0	0
PTU-46885	1	0	0	0	0	0	0	0
PTU-46886	1	0	0	0	0	0	0	0
PTU-46887	1	0	0	0	0	0	0	0
PTU-46888	1	0	0	0	0	0	0	0
PTU-46889	1	0	0	0	0	0	0	0
PTU-46890	1	0	0	0	0	0	0	0
PTU-46891	1	0	0	0	0	0	0	0
PTU-46892	1	0	0	0	0	0	0	0
PTU-46893	0	0	0	0	1	0	0	0
PTU-46894	0	0	0	0	1	0	0	0
PTU-46895	0	0	0	0	1	0	0	0
PTU-46896	0	0	0	0	1	0	0	0
PTU-46897	0	0	0	0	1	0	0	0
PTU-46898	0	0	0	0	1	0	0	0
PTU-46899	0	0	0	0	1	0	0	0
PTU-46900	0	0	0	0	1	0	0	0
PTU-46901	0	0	0	0	1	0	0	0
PTU-46902	0	0	0	0	1	0	0	0
PTU-46903	0	0	0	0	1	0	0	0
PTU-46904	0	0	0	0	1	0	0	0
PTU-46905	0	0	0	0	1	0	0	0
PTU-46906	0	0	0	0	1	0	0	0
PTU-46907	0	0	0	0	1	0	0	0
PTU-46908	0	0	0	0	1	0	0	0
PTU-46909	0	0	0	0	1	0	0	0
PTU-46910	0	0	0	0	1	0	0	0
PTU-46911	0	0	0	0	1	0	0	0
PTU-46912	0	0	0	0	1	0	0	0
PTU-46913	0	0	0	0	1	0	0	0
PTU-46914	0	0	0	0	1	0	0	0
PTU-46915	0	0	0	0	1	0	0	0
PTU-46916	0	0	0	0	1	0	0	0
PTU-46917	0	0	0	0	1	0	0	0
PTU-46918	0	0	0	0	1	0	0	0
PTU-46919	0	0	0	0	1	0	0	0
PTU-46920	0	0	0	0	1	0	0	0
PTU-46921	0	0	0	0	1	0	0	0
PTU-46922	0	0	0	0	1	0	0	0
PTU-46923	0	0	0	0	1	0	0	0
PTU-46924	0	0	0	0	1	0	0	0
PTU-46925	0	0	0	0	1	0	0	0
PTU-46926	0	0	0	0	1	0	0	0
PTU-46927	0	0	0	0	1	0	0	0
PTU-46928	0	0	0	0	1	0	0	0
PTU-46929	0	0	0	0	1	0	0	0
PTU-46930	0	0	0	0	1	0	0	0
PTU-46931	0	0	0	0	1	0	0	0
PTU-46932	0	0	0	0	1	0	0	0
PTU-46933	0	0	0	0	1	0	0	0
PTU-46934	0	0	0	0	1	0	0	0
PTU-46935	0	0	0	0	1	0	0	0
PTU-46936	0	0	0	0	1	0	0	0
PTU-46937	0	0	0	0	1	0	0	0
PTU-46938	0	0	0	0	1	0	0	0
PTU-46939	0	0	0	0	1	0	0	0
PTU-46940	0	0	0	0	1	0	0	0
PTU-46941	0	0	0	0	1	0	0	0
PTU-46942	0	0	0	0	1	0	0	0
PTU-46943	0	0	0	0	1	0	0	0
PTU-46944	0	0	0	0	1	0	0	0
PTU-46945	0	0	0	0	1	0	0	0
PTU-46946	0	0	0	0	1	0	0	0
PTU-46947	0	0	0	0	1	0	0	0
PTU-46948	0	0	0	0	1	0	0	0
PTU-46949	0	0	0	0	1	0	0	0
PTU-46950	0	0	0	0	1	0	0	0
PTU-46951	0	0	0	0	1	0	0	0
PTU-46952	0	0	0	0	1	0	0	0
PTU-46953	0	0	0	0	1	0	0	0
PTU-46954	0	0	0	0	1	0	0	0
PTU-46955	0	0	0	0	1	0	0	0
PTU-46956	0	0	0	0	1	0	0	0
PTU-46957	0	0	0	0	1	0	0	0
PTU-46958	0	0	0	0	1	0	0	0
PTU-46959	0	0	0	0	1	0	0	0
PTU-46960	0	0	0	0	1	0	0	0
PTU-46961	0	0	0	0	1	0	0	0
PTU-46962	0	0	0	0	1	0	0	0
PTU-46963	0	0	0	0	1	0	0	0
PTU-46964	0	0	0	0	1	0	0	0
PTU-46965	0	0	0	0	1	0	0	0
PTU-46966	0	0	0	0	1	0	0	0
PTU-46967	0	0	0	0	1	0	0	0
PTU-46968	0	0	0	0	1	0	0	0
PTU-46969	0	0	0	0	1	0	0	0
PTU-46970	0	0	0	0	1	0	0	0
PTU-46971	0	0	0	0	1	0	0	0
PTU-46972	0	0	0	0	1	0	0	0
PTU-46973	0	0	0	0	1	0	0	0
PTU-46974	0	0	0	0	1	0	0	0
PTU-46975	0	0	0	0	1	0	0	0
PTU-46976	0	0	0	0	1	0	0	0
PTU-46977	0	0	0	0	1	0	0	0
PTU-46978	0	0	0	0	1	0	0	0
PTU-46979	0	0	0	0	1	0	0	0
PTU-46980	0	0	0	0	1	0	0	0
PTU-46981	0	0	0	0	1	0	0	0
PTU-46982	0	0	0	0	1	0	0	0
PTU-46983	0	0	0	0	1	0	0	0
PTU-46984	0	0	0	0	1	0	0	0
PTU-46985	0	0	0	0	1	0	0	0
PTU-46986	0	0	0	0	1	0	0	0
PTU-46987	0	0	0	0	1	0	0	0
PTU-46988	0	0	0	0	1	0	0	0
PTU-46989	0	0	0	0	1	0	0	0
PTU-46990	0	0	0	0	1	0	0	0
PTU-46991	0	0	0	0	1	0	0	0
PTU-46992	0	0	0	0	1	0	0	0
PTU-46993	1	0	0	0	0	0	0	0
PTU-46994	1	0	0	0	0	0	0	0
PTU-46995	1	0	0	0	0	0	0	0
PTU-46996	1	0	0	0	0	0	0	0
PTU-46997	1	0	0	0	0	0	0	0
PTU-46998	0	0	1	0	0	0	0	0
PTU-46999	1	0	0	0	0	0	0	0
PTU-47000	1	0	0	0	0	0	0	0
PTU-47001	1	0	0	0	0	0	0	0
PTU-47002	1	0	0	0	0	0	0	0
PTU-47003	1	0	0	0	0	0	0	0
PTU-47004	1	0	0	0	0	0	0	0
PTU-47005	1	0	0	0	0	0	0	0
PTU-47006	1	0	0	0	0	0	0	0
PTU-47007	1	0	0	0	0	0	0	0
PTU-47008	1	0	0	0	0	0	0	0
PTU-47009	1	0	0	0	0	0	0	0
PTU-47010	1	0	0	0	0	0	0	0
PTU-47011	1	0	0	0	0	0	0	0
PTU-47012	1	0	0	0	0	0	0	0
PTU-47013	1	0	0	0	0	0	0	0
PTU-47014	1	0	0	0	0	0	0	0
PTU-47015	1	0	0	0	0	0	0	0
PTU-47016	1	0	0	0	0	0	0	0
PTU-47017	0	0	0	0	0	1	0	0
PTU-47018	0	0	0	1	0	0	0	0
PTU-47019	0	0	0	1	0	0	0	0
PTU-47020	0	0	0	0	0	1	0	0
PTU-47021	0	0	0	0	0	1	0	0
PTU-47022	0	0	0	0	0	1	0	0
PTU-47023	0	0	0	0	0	1	0	0
PTU-47024	0	0	0	0	0	1	0	0
PTU-47025	0	0	0	0	0	1	0	0
PTU-47026	0	0	0	0	0	1	0	0
PTU-47027	0	0	0	0	0	1	0	0
PTU-47028	1	0	0	0	0	0	0	0
PTU-47029	1	0	0	0	0	0	0	0
PTU-47030	1	0	0	0	0	0	0	0
PTU-47031	1	0	0	0	0	0	0	0
PTU-47032	1	0	0	0	0	0	0	0
PTU-47033	1	0	0	0	0	0	0	0
PTU-47034	1	0	0	0	0	0	0	0
PTU-47035	1	0	0	0	0	0	0	0
PTU-47036	1	0	0	0	0	0	0	0
PTU-47037	1	0	0	0	0	0	0	0
PTU-47038	1	0	0	0	0	0	0	0
PTU-47039	1	0	0	0	0	0	0	0
PTU-47040	1	0	0	0	0	0	0	0
PTU-47041	0	0	0	1	0	0	0	0
PTU-47042	0	0	0	1	0	0	0	0
PTU-47043	0	0	0	1	0	0	0	0
PTU-47044	0	0	0	1	0	0	0	0
PTU-47045	0	0	0	1	0	0	0	0
PTU-47046	0	0	0	1	0	0	0	0
PTU-47047	0	0	0	1	0	0	0	0
PTU-47048	0	0	0	1	0	0	0	0
PTU-47049	0	0	0	1	0	0	0	0
PTU-47050	0	0	0	1	0	0	0	0
PTU-47051	0	0	0	1	0	0	0	0
PTU-47052	0	0	0	1	0	0	0	0
PTU-47053	0	0	0	1	0	0	0	0
PTU-47054	0	0	0	1	0	0	0	0
PTU-47055	0	0	0	1	0	0	0	0
PTU-47056	0	0	0	1	0	0	0	0
PTU-47057	0	0	0	1	0	0	0	0
PTU-47058	0	0	0	1	0	0	0	0
PTU-47059	0	0	0	1	0	0	0	0
PTU-47060	0	0	0	1	0	0	0	0
PTU-47061	0	0	0	1	0	0	0	0
PTU-47062	0	0	0	1	0	0	0	0
PTU-47063	0	0	0	1	0	0	0	0
PTU-47064	1	0	0	0	0	0	0	0
PTU-47065	1	0	0	0	0	0	0	0
PTU-47066	1	0	0	0	0	0	0	0
PTU-47067	1	0	0	0	0	0	0	0
PTU-47068	1	0	0	0	0	0	0	0
PTU-47069	1	0	0	0	0	0	0	0
PTU-47070	1	0	0	0	0	0	0	0
PTU-47071	1	0	0	0	0	0	0	0
PTU-47072	1	0	0	0	0	0	0	0
PTU-47073	1	0	0	0	0	0	0	0
PTU-47074	1	0	0	0	0	0	0	0
PTU-47075	1	0	0	0	0	0	0	0
PTU-47076	0	0	0	1	0	0	0	0
PTU-47077	1	0	0	0	0	0	0	0
PTU-47078	1	0	0	0	0	0	0	0
PTU-47079	1	0	0	0	0	0	0	0
PTU-47080	1	0	0	0	0	0	0	0
PTU-47081	1	0	0	0	0	0	0	0
PTU-47082	1	0	0	0	0	0	0	0
PTU-47083	1	0	0	0	0	0	0	0
PTU-47084	0	0	0	1	0	0	0	0
PTU-47085	0	0	0	1	0	0	0	0
PTU-47086	0	0	0	1	0	0	0	0
PTU-47087	0	0	0	1	0	0	0	0
PTU-47088	0	0	0	1	0	0	0	0
PTU-47089	1	0	0	0	0	0	0	0
PTU-47090	0	0	0	0	1	0	0	0
PTU-47091	0	0	0	0	1	0	0	0
PTU-47092	0	0	0	0	1	0	0	0
PTU-47093	0	0	0	0	1	0	0	0
PTU-47094	0	0	0	0	1	0	0	0
PTU-47095	0	0	0	0	1	0	0	0
PTU-47096	0	0	0	0	1	0	0	0
PTU-47097	0	0	0	0	1	0	0	0
PTU-47098	1	0	0	0	0	0	0	0
PTU-47099	1	0	0	0	0	0	0	0
PTU-47100	0	0	0	0	1	0	0	0
PTU-47101	0	0	0	0	1	0	0	0
PTU-47102	0	0	0	0	1	0	0	0
PTU-47103	0	0	0	0	1	0	0	0
PTU-47104	0	0	0	0	1	0	0	0
PTU-47105	0	0	0	0	1	0	0	0
PTU-47106	0	0	0	0	1	0	0	0
PTU-47107	0	0	0	0	1	0	0	0
PTU-47108	0	0	0	0	1	0	0	0
PTU-47109	0	0	0	0	1	0	0	0
PTU-47110	0	0	0	0	1	0	0	0
PTU-47111	0	0	0	0	1	0	0	0
PTU-47112	0	0	0	0	1	0	0	0
PTU-47113	0	0	0	0	1	0	0	0
PTU-47114	0	0	0	0	1	0	0	0
PTU-47115	0	0	0	0	1	0	0	0
PTU-47116	0	0	0	0	1	0	0	0
PTU-47117	0	0	0	0	1	0	0	0
PTU-47118	0	0	0	0	1	0	0	0
PTU-47119	0	0	0	0	1	0	0	0
PTU-47120	0	0	0	0	1	0	0	0
PTU-47121	0	0	0	0	1	0	0	0
PTU-47122	0	0	0	0	1	0	0	0
PTU-47123	0	0	0	0	1	0	0	0
PTU-47124	0	0	0	0	1	0	0	0
PTU-47125	0	0	0	0	1	0	0	0
PTU-47126	0	0	0	0	1	0	0	0
PTU-47127	0	0	0	0	1	0	0	0
PTU-47128	0	0	0	0	1	0	0	0
PTU-47129	0	0	0	0	1	0	0	0
PTU-47130	0	0	0	0	1	0	0	0
PTU-47131	0	0	0	0	1	0	0	0
PTU-47132	0	0	0	0	1	0	0	0
PTU-47133	0	0	0	0	1	0	0	0
PTU-47134	0	0	0	0	1	0	0	0
PTU-47135	0	0	0	0	1	0	0	0
PTU-47136	1	0	0	0	0	0	0	0
PTU-47137	1	0	0	0	0	0	0	0
PTU-47138	1	0	0	0	0	0	0	0
PTU-47139	1	0	0	0	0	0	0	0
PTU-47140	1	0	0	0	0	0	0	0
PTU-47141	1	0	0	0	0	0	0	0
PTU-47142	1	0	0	0	0	0	0	0
PTU-47143	1	0	0	0	0	0	0	0
PTU-47144	1	0	0	0	0	0	0	0
PTU-47145	1	0	0	0	0	0	0	0
PTU-47146	1	0	0	0	0	0	0	0
PTU-47147	1	0	0	0	0	0	0	0
PTU-47148	1	0	0	0	0	0	0	0
PTU-47149	1	0	0	0	0	0	0	0
PTU-47150	1	0	0	0	0	0	0	0
PTU-47151	1	0	0	0	0	0	0	0
PTU-47152	1	0	0	0	0	0	0	0
PTU-47153	1	0	0	0	0	0	0	0
PTU-47154	1	0	0	0	0	0	0	0
PTU-47155	1	0	0	0	0	0	0	0
PTU-47156	1	0	0	0	0	0	0	0
PTU-47157	1	0	0	0	0	0	0	0
PTU-47158	1	0	0	0	0	0	0	0
PTU-47159	1	0	0	0	0	0	0	0
PTU-47160	0	0	0	0	1	0	0	0
PTU-47161	1	0	0	0	0	0	0	0
PTU-47162	0	0	0	0	1	0	0	0
PTU-47163	0	0	0	0	1	0	0	0
PTU-47164	0	0	0	0	1	0	0	0
PTU-47165	0	0	0	0	1	0	0	0
PTU-47166	1	0	0	0	0	0	0	0
PTU-47167	1	0	0	0	0	0	0	0
PTU-47168	1	0	0	0	0	0	0	0
PTU-47169	1	0	0	0	0	0	0	0
PTU-47170	1	0	0	0	0	0	0	0
PTU-47171	1	0	0	0	0	0	0	0
PTU-47172	1	0	0	0	0	0	0	0
PTU-47173	1	0	0	0	0	0	0	0
PTU-47174	1	0	0	0	0	0	0	0
PTU-47175	1	0	0	0	0	0	0	0
PTU-47176	1	0	0	0	0	0	0	0
PTU-47177	1	0	0	0	0	0	0	0
PTU-47178	1	0	0	0	0	0	0	0
PTU-47179	1	0	0	0	0	0	0	0
PTU-47180	1	0	0	0	0	0	0	0
PTU-47181	1	0	0	0	0	0	0	0
PTU-47182	0	0	0	0	1	0	0	0
PTU-47183	0	0	0	0	1	0	0	0
PTU-47184	0	0	0	0	1	0	0	0
PTU-47185	0	0	0	0	1	0	0	0
PTU-47186	0	0	0	0	1	0	0	0
PTU-47187	0	0	0	0	1	0	0	0
PTU-47188	0	0	0	0	1	0	0	0
PTU-47189	0	0	0	0	1	0	0	0
PTU-47190	0	0	0	0	1	0	0	0
PTU-47191	0	0	0	0	1	0	0	0
PTU-47192	0	0	0	0	1	0	0	0
PTU-47193	0	0	0	0	1	0	0	0
PTU-47194	0	0	0	0	1	0	0	0
PTU-47195	0	0	0	0	1	0	0	0
PTU-47196	0	0	0	0	1	0	0	0
PTU-47197	0	0	0	0	1	0	0	0
PTU-47198	0	0	0	0	1	0	0	0
PTU-47199	0	0	0	0	1	0	0	0
PTU-47200	0	0	0	0	1	0	0	0
PTU-47201	0	0	0	0	1	0	0	0
PTU-47202	0	0	0	0	1	0	0	0
PTU-47203	0	0	0	0	1	0	0	0
PTU-47204	0	0	0	0	1	0	0	0
PTU-47205	0	0	0	0	1	0	0	0
PTU-47206	0	0	0	0	1	0	0	0
PTU-47207	0	0	0	0	1	0	0	0
PTU-47208	0	0	0	0	1	0	0	0
PTU-47209	0	0	0	0	1	0	0	0
PTU-47210	0	0	0	0	1	0	0	0
PTU-47211	0	0	0	0	1	0	0	0
PTU-47212	0	0	0	0	1	0	0	0
PTU-47213	0	0	0	0	1	0	0	0
PTU-47214	0	0	0	0	1	0	0	0
PTU-47215	0	0	0	0	1	0	0	0
PTU-47216	0	0	0	0	1	0	0	0
PTU-47217	0	0	0	0	1	0	0	0
PTU-47218	0	0	0	0	1	0	0	0
PTU-47219	0	0	0	0	1	0	0	0
PTU-47220	0	0	0	0	1	0	0	0
PTU-47221	0	0	0	0	1	0	0	0
PTU-47222	0	0	0	0	1	0	0	0
PTU-47223	0	0	0	0	1	0	0	0
PTU-47224	0	0	0	0	1	0	0	0
PTU-47225	0	0	0	0	1	0	0	0
PTU-47226	0	0	0	0	1	0	0	0
PTU-47227	0	0	0	0	1	0	0	0
PTU-47228	0	0	0	0	1	0	0	0
PTU-47229	0	0	0	0	1	0	0	0
PTU-47230	0	0	0	0	1	0	0	0
PTU-47231	0	0	0	0	1	0	0	0
PTU-47232	0	0	0	0	1	0	0	0
PTU-47233	0	0	0	0	1	0	0	0
PTU-47234	0	0	0	0	1	0	0	0
PTU-47235	0	0	0	0	1	0	0	0
PTU-47236	0	0	0	0	1	0	0	0
PTU-47237	0	0	0	0	1	0	0	0
PTU-47238	0	0	0	0	1	0	0	0
PTU-47239	0	0	0	0	1	0	0	0
PTU-47240	0	0	0	0	1	0	0	0
PTU-47241	0	0	0	0	1	0	0	0
PTU-47242	0	0	0	0	1	0	0	0
PTU-47243	0	0	0	0	1	0	0	0
PTU-47244	0	0	0	0	1	0	0	0
PTU-47245	0	0	1	0	0	0	0	0
PTU-47246	0	0	0	0	1	0	0	0
PTU-47247	0	0	0	0	1	0	0	0
